study	Last modified	version	file	link	comment
phs001626	2020-04-21	1	phs001626.v1.pht008477.v1.p1.IBDMDB_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001626/phs001626.v1.p1/pheno_variable_summaries/phs001626.v1.pht008477.v1.p1.IBDMDB_Subject_Phenotypes.var_report.xml	Subject ID, age, education, race, sex, specific race, age onset, Harvey Bradshaw Index, height, weight, and Simple Clinical Colitis Activity Index of participants with or without inflammatory bowel disease and involved in the &quot;Longitudinal Multi&#39; omics of the Human Microbiome in Inflammatory Bowel Disease (IBDMDB)&quot; project.
phs001947	2020-04-21	1	phs001947.v1.pht010134.v1.p1.Melanoma_Hu14_18_IL2_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001947/phs001947.v1.p1/pheno_variable_summaries/phs001947.v1.pht010134.v1.p1.Melanoma_Hu14_18_IL2_Subject.var_report.xml	This subject consent data table contains subject IDs and consent information.
phs001626	2020-04-21	1	phs001626.v1.pht008475.v1.p1.IBDMDB_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001626/phs001626.v1.p1/pheno_variable_summaries/phs001626.v1.pht008475.v1.p1.IBDMDB_Subject.var_report.xml	Subject ID, subject source, source subject ID, affection status, and consent group of participants with or without inflammatory bowel disease and involved in the &quot;Longitudinal Multi&#39; omics of the Human Microbiome in Inflammatory Bowel Disease (IBDMDB)&quot; project.
phs001947	2020-04-21	1	phs001947.v1.pht010136.v1.p1.Melanoma_Hu14_18_IL2_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001947/phs001947.v1.p1/pheno_variable_summaries/phs001947.v1.pht010136.v1.p1.Melanoma_Hu14_18_IL2_Subject_Phenotypes.var_report.xml	This subject phenotypes data table informs of subject&#39;s self reported sex, self reported race, subject&#39;s age at surgical resection, treatment group in which the subject belongs, whether pre-surgery treatment using Hu14.18-IL2 was received by the subject, number of completed cycles of Hu14.18-IL2 received by the subject, time prior to surgery when Hu14.18-IL2 treatment was initiated, results of restrospective pathologic assessment of the percentage of tumor infiltrating CD3+ cells, lymphocytes as well as CD8+ cells, results of pathologic assessment of immunogenicity of tumor, whether the subject died due to disease, subject&#39;s overall survival defined as the time between study enrollment and death, whether the subject has disease recurrence, and the time between a subject&#39;s enrollment in the study until recurrence.
phs001743	2020-04-24	1	phs001743.v1.pht008922.v1.p1.Urothelial_Cancer_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001743/phs001743.v1.p1/pheno_variable_summaries/phs001743.v1.pht008922.v1.p1.Urothelial_Cancer_Sample.var_report.xml	This data table contains a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs. The data table also includes sample aliases.
phs001941	2020-04-24	1	phs001941.v1.pht009743.v1.p1.Otitis_Media_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001941/phs001941.v1.p1/pheno_variable_summaries/phs001941.v1.pht009743.v1.p1.Otitis_Media_Sample.var_report.xml	This subject sample mapping data table includes a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs.
phs001941	2020-04-24	1	phs001941.v1.pht009744.v1.p1.Otitis_Media_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001941/phs001941.v1.p1/pheno_variable_summaries/phs001941.v1.pht009744.v1.p1.Otitis_Media_Subject_Phenotypes.var_report.xml	This subject phenotypes data table informs of subject&#39;s case or control status for Otitis media, self reported sex, self reported race, and age at enrollment.
phs001941	2020-04-24	1	phs001941.v1.pht009742.v1.p1.Otitis_Media_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001941/phs001941.v1.p1/pheno_variable_summaries/phs001941.v1.pht009742.v1.p1.Otitis_Media_Subject.var_report.xml	This subject consent data table contains subject IDs and consent group information.
phs001941	2020-04-24	1	phs001941.v1.pht009745.v1.p1.Otitis_Media_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001941/phs001941.v1.p1/pheno_variable_summaries/phs001941.v1.pht009745.v1.p1.Otitis_Media_Sample_Attributes.var_report.xml	This sample attributes data table informs of body site where sample was collected, sample analyte type, sample tumor status, sample cell or tissue type, and center where sequencing was performed.
phs001743	2020-04-24	1	phs001743.v1.pht008923.v1.p1.Urothelial_Cancer_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001743/phs001743.v1.p1/pheno_variable_summaries/phs001743.v1.pht008923.v1.p1.Urothelial_Cancer_Subject_Phenotypes.var_report.xml	This subject phenotype table contains subject ID, age onset, sex, PD-L1 immune cell score, smoking history, intravesical BCG treatment history, number of previous systemic regimens in the metastatic setting, perioperative chemotherapy with first progression within 12 months, prognostic classification of patients receiving salvage systemic therapy for advanced urothelial carcinoma, prognostic classification of patients receiving front-line for advanced urothelial carcinoma, visceral and liver metastases present at treatment start, time from last chemotherapy &lt; 3 months, ECOG performance status &gt; 0 at treatment start, hemoglobin &lt; 10 g/dL at treatment start, albumin &lt; 4 g/dL at treatment start, best response per RECIST 1.1, ongoing responder per RECIST 1.1 at the time of final chart review, still on study therapy at the time of final chart review, progression free survival per RECIST 1.1, alive at the time of final chart review, and overall survival. 
phs001743	2020-04-24	1	phs001743.v1.pht008924.v1.p1.Urothelial_Cancer_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001743/phs001743.v1.p1/pheno_variable_summaries/phs001743.v1.pht008924.v1.p1.Urothelial_Cancer_Sample_Attributes.var_report.xml	This sample attributes table contains sample ID, body site, analyte type, tumor status, primary tumor or metastasis, metastasis location, primary tumor location, and name of the center which conducted sequencing.
phs001743	2020-04-24	1	phs001743.v1.pht008921.v1.p1.Urothelial_Cancer_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001743/phs001743.v1.p1/pheno_variable_summaries/phs001743.v1.pht008921.v1.p1.Urothelial_Cancer_Subject.var_report.xml	The subject consent file includes subject ID, subject source, and consent information.
phs000673	2020-04-28	4	phs000673.v4.pht003661.v4.p1.CSER_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000673/phs000673.v4.p1/pheno_variable_summaries/phs000673.v4.pht003661.v4.p1.CSER_Sample.var_report.xml	Subject ID, sample ID, sample source, source sample ID, and sample use variable of participants with sarcoma or other rare types of cancer and involved in the &quot;University of Michigan Clinical Sequencing Exploratory Research (CSER)&quot; project.
phs000673	2020-04-28	4	phs000673.v4.pht003660.v4.p1.CSER_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000673/phs000673.v4.p1/pheno_variable_summaries/phs000673.v4.pht003660.v4.p1.CSER_Subject.var_report.xml	Subject ID, subject source, source subject ID, consent group, and affection status of participants with sarcoma or other rare types of cancer and involved in the &quot;University of Michigan Clinical Sequencing Exploratory Research (CSER)&quot; project.
phs000673	2020-04-28	4	phs000673.v4.pht003663.v4.p1.CSER_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000673/phs000673.v4.p1/pheno_variable_summaries/phs000673.v4.pht003663.v4.p1.CSER_Sample_Attributes.var_report.xml	Sample ID, analyte type, body site where sample was obtained, histological type of sample, genotyping center, tumor status of sample, primary of metastatic tumor, primary tumor location, and sequencing center of participants with sarcoma or other rare types of cancer and involved in the &quot;University of Michigan Clinical Sequencing Exploratory Research (CSER)&quot; project.
phs000673	2020-04-28	4	phs000673.v4.pht003662.v4.p1.CSER_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000673/phs000673.v4.p1/pheno_variable_summaries/phs000673.v4.pht003662.v4.p1.CSER_Subject_Phenotypes.var_report.xml	Subject ID, age, gender, and race of participants with sarcoma or other rare types of cancer and involved in the &quot;University of Michigan Clinical Sequencing Exploratory Research (CSER)&quot; project.
phs001676	2020-04-29	1	phs001676.v1.pht009438.v1.p1.CCDG_Autism_SSC_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001676/phs001676.v1.p1/pheno_variable_summaries/phs001676.v1.pht009438.v1.p1.CCDG_Autism_SSC_Subject_Phenotypes.var_report.xml	This subject phenotype table contains subject IDs and gender.
phs001676	2020-04-29	1	phs001676.v1.pht009437.v1.p1.CCDG_Autism_SSC_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001676/phs001676.v1.p1/pheno_variable_summaries/phs001676.v1.pht009437.v1.p1.CCDG_Autism_SSC_Sample.var_report.xml	This data table contains a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs. The data table also includes sample aliases.
phs001676	2020-04-29	1	phs001676.v1.pht009436.v1.p1.CCDG_Autism_SSC_Pedigree.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001676/phs001676.v1.p1/pheno_variable_summaries/phs001676.v1.pht009436.v1.p1.CCDG_Autism_SSC_Pedigree.var_report.xml	The subject pedigree table contains family ID, subject ID, mother ID, father ID, and sex.
phs001676	2020-04-29	1	phs001676.v1.pht009435.v1.p1.CCDG_Autism_SSC_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001676/phs001676.v1.p1/pheno_variable_summaries/phs001676.v1.pht009435.v1.p1.CCDG_Autism_SSC_Subject.var_report.xml	The subject consent file includes subject IDs, consent information, subject aliases, and case control status of the subject for Autism.
phs001676	2020-04-29	1	phs001676.v1.pht009439.v1.p1.CCDG_Autism_SSC_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001676/phs001676.v1.p1/pheno_variable_summaries/phs001676.v1.pht009439.v1.p1.CCDG_Autism_SSC_Sample_Attributes.var_report.xml	This sample attributes table contains sample IDs, analyte type, and name of the center which conducted sequencing.
phs001650	2020-04-29	1	phs001650.v1.pht008205.v1.p1.LCL_Expansions_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001650/phs001650.v1.p1/pheno_variable_summaries/phs001650.v1.pht008205.v1.p1.LCL_Expansions_Sample_Attributes.var_report.xml	Sample ID, analyte type, tumor status of sample, sample source, and source sample ID of participants without any disease and involved in the &quot;Genetic and Genomic Stability Across Lymphoblastoid Cell Line Expansions&quot; project.
phs001650	2020-04-29	1	phs001650.v1.pht008203.v1.p1.LCL_Expansions_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001650/phs001650.v1.p1/pheno_variable_summaries/phs001650.v1.pht008203.v1.p1.LCL_Expansions_Subject.var_report.xml	Subject ID and consent group of participants without any disease and involved in the &quot;Genetic and Genomic Stability Across Lymphoblastoid Cell Line Expansions&quot; project.
phs001650	2020-04-29	1	phs001650.v1.pht008204.v1.p1.LCL_Expansions_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001650/phs001650.v1.p1/pheno_variable_summaries/phs001650.v1.pht008204.v1.p1.LCL_Expansions_Sample.var_report.xml	Subject ID, sample ID, sample source, and source sample ID of participants without any disease and involved in the &quot;Genetic and Genomic Stability Across Lymphoblastoid Cell Line Expansions&quot; project.
phs000287	2020-04-30	7	phs000287.v7.pht001495.v1.p1.YR9.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001495.v1.p1.YR9.var_report.xml	Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all &gt; 65 years of age).  Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects&#39; mobility/independence and movement limitations.  Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits.  Data were collected at year 9.
phs000287	2020-04-30	7	phs000287.v7.pht001459.v1.p1.CHS_CAC.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001459.v1.p1.CHS_CAC.var_report.xml	Coronary artery calcification score.
phs000287	2020-04-30	7	phs000287.v7.pht001458.v1.p1.CARE_DOB_CAT.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001458.v1.p1.CARE_DOB_CAT.var_report.xml	Date of birth information.
phs000287	2020-04-30	7	phs000287.v7.pht001457.v1.p1.CARE_DDDIMER_WEIGHTS_1_10.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001457.v1.p1.CARE_DDDIMER_WEIGHTS_1_10.var_report.xml	DD-Dimer baseline test sample values (n=1 variable).
phs000287	2020-04-30	7	phs000287.v7.pht001456.v1.p1.CARE_AFIB.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001456.v1.p1.CARE_AFIB.var_report.xml	Atrial Fibrillation data (n=4 variables).
phs000287	2020-04-30	7	phs000287.v7.pht001471.v1.p1.ULTRABL.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001471.v1.p1.ULTRABL.var_report.xml	Ultrasound data - Baseline
phs000287	2020-04-30	7	phs000287.v7.pht001478.v1.p1.YR13ANNUAL.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001478.v1.p1.YR13ANNUAL.var_report.xml	Brief up-date on general health status and changes that may have occurred since last visit. Data were collected at year 13 (Annual follow-up).
phs000287	2020-04-30	7	phs000287.v7.pht001472.v1.p1.ULTRAY11.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001472.v1.p1.ULTRAY11.var_report.xml	Ultrasound data - Year 11
phs000287	2020-04-30	7	phs000287.v7.pht001493.v1.p1.YR7.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001493.v1.p1.YR7.var_report.xml	Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all &gt; 65 years of age).  Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects&#39; mobility/independence and movement limitations.  Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits.  Data were collected at year 7.
phs000287	2020-04-30	7	phs000287.v7.pht001474.v1.p1.YR10.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001474.v1.p1.YR10.var_report.xml	Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all &gt; 65 years of age). Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects&#39; mobility/independence and movement limitations. Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits. Data were collected at year 10.
phs000287	2020-04-30	7	phs000287.v7.pht001494.v1.p1.YR8.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001494.v1.p1.YR8.var_report.xml	Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all &gt; 65 years of age).  Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects&#39; mobility/independence and movement limitations.  Lifestyle information is provided through variables querying for alcohol consumption, dietary, and exercise habits.  Data were collected at year 8.
phs000287	2020-04-30	7	phs000287.v7.pht001479.v1.p1.YR13PH.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001479.v1.p1.YR13PH.var_report.xml	Brief up-date on general health status and changes that may have occurred since last visit. Data were collected at year 13 (6-months phone interview follow-up).
phs000287	2020-04-30	7	phs000287.v7.pht001451.v1.p1.BASE2.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001451.v1.p1.BASE2.var_report.xml	Data contain extensive medical history information of subjects (all &gt; 65 years of age), describing general physical health, including results of bloodwork, ECG and use of medications/multivitamins and subjects&#39; mobility/independence and movement limitations. Lifestyle information is provided through variables querying for dietary habits and alcohol consumption. Data were collected at baseline (2).
phs000287	2020-04-30	7	phs000287.v7.pht001480.v1.p1.YR14ANNUAL.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001480.v1.p1.YR14ANNUAL.var_report.xml	Brief up-date on general health status and changes that may have occurred since last visit. Data were collected at year 14 (Annual follow-up).
phs000287	2020-04-30	7	phs000287.v7.pht001487.v1.p1.YR17PH.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001487.v1.p1.YR17PH.var_report.xml	Brief up-date on general health status and changes that may have occurred since last visit.  Data were collected at year 17 (6-months phone interview follow-up).
phs000287	2020-04-30	7	phs000287.v7.pht001473.v1.p1.ULTRAYR5.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001473.v1.p1.ULTRAYR5.var_report.xml	Ultrasound data - Year 5
phs000287	2020-04-30	7	phs000287.v7.pht001488.v1.p1.YR3.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001488.v1.p1.YR3.var_report.xml	Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all &gt; 65 years of age).  Special emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/multivitamins taken, cognitive and emotional well being, and subjects&#39; mobility/independence and movement limitations.  Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits.  Data were collected at year 3.
phs000287	2020-04-30	7	phs000287.v7.pht001467.v1.p1.ICD9.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001467.v1.p1.ICD9.var_report.xml	ICD9 codes applied during study.
phs000287	2020-04-30	7	phs000287.v7.pht001461.v1.p1.CHS_YR9_BIRTHYEAR.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001461.v1.p1.CHS_YR9_BIRTHYEAR.var_report.xml	Birth year of subjects&#39; children
phs000287	2020-04-30	7	phs000287.v7.pht001452.v1.p1.BASEBOTH.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001452.v1.p1.BASEBOTH.var_report.xml	Data contain medical history information of participating subjects (and family occurrence of myocardial infarcts/stroke [n=4 variables]), describing their general physical and psychological health (all &gt; 65 years of age), results of blood work, use of medications/multivitamins, and subjects&#39; cognitive and emotional well being. Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits. Data were collected at baseline of the OLD and NEW cohort studies.
phs000287	2020-04-30	7	phs000287.v7.pht001449.v1.p1.ADDITIONAL_BIOMARKERS.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001449.v1.p1.ADDITIONAL_BIOMARKERS.var_report.xml	The dataset provides results of additional biomarker measurements at baseline including ICAM1, D-Dimer, PAI1 (Plasminogen Activator Inhibitor-1), LP-PLA2 (Lipoprotein-Associated Phospholipase A2).
phs000287	2020-04-30	7	phs000287.v7.pht001448.v7.p1.CHS_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001448.v7.p1.CHS_Sample.var_report.xml	This data table contains a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs. The data table also includes sample aliases and substudy accessions.
phs000287	2020-04-30	7	phs000287.v7.pht001447.v4.p1.CHS_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001447.v4.p1.CHS_Subject.var_report.xml	CARe_CHS_(Cardiovascular Health Study) - Subject - Consent Information
phs000287	2020-04-30	7	phs000287.v7.pht001453.v1.p1.BONE_DENSITY_BASE_YR7.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001453.v1.p1.BONE_DENSITY_BASE_YR7.var_report.xml	Bone density and body fat data (year 7) including measurements of head, trunk and extremities.
phs000287	2020-04-30	7	phs000287.v7.pht001454.v1.p1.BONE_DENSITY_FOLLOWUP.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001454.v1.p1.BONE_DENSITY_FOLLOWUP.var_report.xml	Bone density and body fat data follow-up data, including measurements of head, trunk and extremities.
phs000287	2020-04-30	7	phs000287.v7.pht001455.v1.p1.CARE_ADIPONECTIN.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001455.v1.p1.CARE_ADIPONECTIN.var_report.xml	Adiponectin measurements (n=1 variable).
phs000287	2020-04-30	7	phs000287.v7.pht001460.v1.p1.CHS_SHHS1_15K.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001460.v1.p1.CHS_SHHS1_15K.var_report.xml	Variables query for subjects&#39; sleeping habits and sleep quality.
phs000287	2020-04-30	7	phs000287.v7.pht001470.v1.p1.MRI2RECS.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001470.v1.p1.MRI2RECS.var_report.xml	MRI2 records - details of MRI results (II)
phs000287	2020-04-30	7	phs000287.v7.pht001468.v1.p1.IMT_POLACK.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001468.v1.p1.IMT_POLACK.var_report.xml	Intima-media thickness (carotid artery)
phs000287	2020-04-30	7	phs000287.v7.pht001481.v1.p1.YR14PH.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001481.v1.p1.YR14PH.var_report.xml	Brief up-date on general health status and changes that may have occurred since last visit.  Data were collected at year 14 (6-months phone interview follow-up).
phs000287	2020-04-30	7	phs000287.v7.pht001466.v2.p1.CHS_Event16.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001466.v2.p1.CHS_Event16.var_report.xml	Occurrences of medical events during study (e.g. angina, stroke, death).
phs000287	2020-04-30	7	phs000287.v7.pht001465.v1.p1.EVENT_TIME_TO_CENSUS.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001465.v1.p1.EVENT_TIME_TO_CENSUS.var_report.xml	Information about time from study entry to medical event date.
phs000287	2020-04-30	7	phs000287.v7.pht001464.v1.p1.EVENT_SUMMARY.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001464.v1.p1.EVENT_SUMMARY.var_report.xml	Data of medical events (e.g. angina, MI, stroke, modification of baseline status) that occurred during participation in study - summary.
phs000287	2020-04-30	7	phs000287.v7.pht001463.v1.p1.DNA_DRAW_YEAR.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001463.v1.p1.DNA_DRAW_YEAR.var_report.xml	Year blood was drawn for DNA sample.
phs000287	2020-04-30	7	phs000287.v7.pht001462.v1.p1.CYST_C_YR5.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001462.v1.p1.CYST_C_YR5.var_report.xml	Cystatin values (year 5)
phs000287	2020-04-30	7	phs000287.v7.pht001469.v1.p1.MRI1RECS.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001469.v1.p1.MRI1RECS.var_report.xml	MRI1 records - details of MRI results (I)
phs000287	2020-04-30	7	phs000287.v7.pht001492.v1.p1.YR6.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001492.v1.p1.YR6.var_report.xml	Data contain extensive medical history information, describing general physical and psychological health of participating subjects (all &gt; 65 years of age).  Emphasis is given to auditory, visual, respiratory, cardio-vascular functions, medications/supplements taken, cognitive and emotional well being and subjects&#39; mobility/independence and movement limitations.  Lifestyle information is provided through variables querying for alcohol consumption, dietary, exercise and smoking habits.  Data were collected at year 6.
phs000287	2020-04-30	7	phs000287.v7.pht001450.v1.p1.BASE1.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001450.v1.p1.BASE1.var_report.xml	Data contain extensive medical history information of subjects (all &gt; 65 years of age), describing general physical and psychological health, their use of medications/multivitamins, cognitive and emotional well being, and subjects&#39; mobility/independence and movement limitations. Lifestyle information is provided through variables querying for exercise habits, smoking, and alcohol consumption. The data also include information about the family history of myocardial infarcts and stroke. Data were collected at baseline (1).
phs000287	2020-04-30	7	phs000287.v7.pht001483.v1.p1.YR15PH.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000287/phs000287.v7.p1/pheno_variable_summaries/phs000287.v7.pht001483.v1.p1.YR15PH.var_report.xml	Brief up-date on general health status and changes that may have occurred since last visit.  Data were collected at year 15 (6-months phone interview follow-up).
