"dataset_id"	"male"	"female"	"unknown"	"total"	"date_study"	"repository"	"year"	"total_all"	"label"	"c"
"4477"	"pht010322.v2"	56	89	0	145	NA	"dbGaP"	"2021"	833	"F&M"	1
"4478"	"pht003544.v1"	17	17	0	34	NA	"dbGaP"	"2013"	135	"F&M"	1
"4479"	"pht004787.v2"	13	7	0	20	NA	"dbGaP"	"2017"	520	"F&M"	1
"4480"	"pht008830.v1"	28	52	0	80	NA	"dbGaP"	"2019"	676	"F&M"	1
"4481"	"pht011393.v1"	1060	822	0	1882	NA	"dbGaP"	"2021"	833	"F&M"	1
"4482"	"pht000504.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4483"	"pht004114.v2"	6120	7410	0	13530	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4484"	"pht000522.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4485"	"pht000565.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4486"	"pht007732.v1"	654	637	0	1291	NA	"dbGaP"	"2018"	603	"F&M"	1
"4487"	"pht006989.v1"	4	4	0	8	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4488"	"pht004447.v1"	565	750	0	1315	NA	"dbGaP"	"2015"	293	"F&M"	1
"4489"	"pht004108.v2"	6101	7381	0	13482	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4490"	"pht009857.v1"	47	18	0	65	NA	"dbGaP"	"2021"	833	"F&M"	1
"4491"	"pht008565.v1"	3	3	0	6	NA	"dbGaP"	"2018"	603	"F&M"	1
"4492"	"pht008927.v2"	13	2	0	15	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4493"	"pht005118.v2"	84	44	0	128	NA	"dbGaP"	"2021"	833	"F&M"	1
"4494"	"pht011040.v1"	2	1	0	3	NA	"dbGaP"	"2021"	833	"F&M"	1
"4495"	"pht011298.v1"	1	6	0	7	NA	"dbGaP"	"2021"	833	"F&M"	1
"4496"	"pht008959.v1"	3	2	0	5	NA	"dbGaP"	"2019"	676	"F&M"	1
"4497"	"pht009997.v1"	222	68	0	290	NA	"dbGaP"	"2021"	833	"F&M"	1
"4498"	"pht000529.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4499"	"pht000418.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4500"	"pht010672.v1"	210	181	0	391	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4501"	"pht008814.v1"	3910	867	0	4777	NA	"dbGaP"	"2019"	676	"F&M"	1
"4502"	"pht000523.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4503"	"pht003725.v1"	91	109	0	200	NA	"dbGaP"	"2014"	245	"F&M"	1
"4504"	"pht000437.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4505"	"pht010682.v1"	856	467	0	1323	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4506"	"pht006632.v1"	287	330	0	617	NA	"dbGaP"	"2017"	520	"F&M"	1
"4507"	"pht010852.v1"	377	244	0	621	NA	"dbGaP"	"2021"	833	"F&M"	1
"4508"	"pht004788.v2"	13	7	0	20	NA	"dbGaP"	"2017"	520	"F&M"	1
"4509"	"pht006575.v1"	3	9	0	12	NA	"dbGaP"	"2017"	520	"F&M"	1
"4510"	"pht009731.v2"	304	628	0	932	NA	"dbGaP"	"2021"	833	"F&M"	1
"4511"	"pht011396.v1"	1059	821	0	1880	NA	"dbGaP"	"2021"	833	"F&M"	1
"4512"	"pht007325.v1"	120	106	0	226	NA	"dbGaP"	"2018"	603	"F&M"	1
"4513"	"pht007104.v1"	5	7	0	12	NA	"dbGaP"	"2017"	520	"F&M"	1
"4514"	"pht007964.v1"	15	22	0	37	NA	"dbGaP"	"2018"	603	"F&M"	1
"4515"	"pht010124.v1"	34	16	0	50	NA	"dbGaP"	"2021"	833	"F&M"	1
"4516"	"pht006701.v2"	18	15	0	33	NA	"dbGaP"	"2019"	676	"F&M"	1
"4517"	"pht002440.v1"	174	788	0	962	NA	"dbGaP"	"2011"	37	"F&M"	1
"4518"	"pht010375.v1"	122	105	0	227	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4519"	"pht006473.v1"	4	5	0	9	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4520"	"pht002492.v1"	693	660	0	1353	NA	"dbGaP"	"2012"	62	"F&M"	1
"4521"	"pht006691.v1"	4	2	0	6	NA	"dbGaP"	"2019"	676	"F&M"	1
"4522"	"pht005479.v1"	2	1	0	3	NA	"dbGaP"	"2016"	517	"F&M"	1
"4523"	"pht001262.v2"	65	28	0	93	NA	"dbGaP"	"2013"	135	"F&M"	1
"4524"	"pht000518.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4525"	"pht008103.v1"	1	1	0	2	NA	"dbGaP"	"2018"	603	"F&M"	1
"4526"	"pht004583.v1"	3187	405	0	3592	NA	"dbGaP"	"2016"	517	"F&M"	1
"4527"	"pht009533.v2"	5	7	0	12	NA	"dbGaP"	"2021"	833	"F&M"	1
"4528"	"pht005123.v1"	5	7	0	12	NA	"dbGaP"	"2015"	293	"F&M"	1
"4529"	"pht009906.v1"	327	225	0	552	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4530"	"pht010424.v1"	925	887	0	1812	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4531"	"pht010919.v1"	4	4	0	8	NA	"dbGaP"	"2021"	833	"F&M"	1
"4532"	"pht003281.v3"	8	8	0	16	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4533"	"pht004140.v2"	198	205	0	403	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4534"	"pht003574.v1"	10	17	0	27	NA	"dbGaP"	"2014"	245	"F&M"	1
"4535"	"pht003648.v2"	2	1	0	3	NA	"dbGaP"	"2019"	676	"F&M"	1
"4536"	"pht009004.v1"	149	130	0	279	NA	"dbGaP"	"2019"	676	"F&M"	1
"4537"	"pht004028.v2"	6784	8156	0	14940	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4538"	"pht000595.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4539"	"pht000447.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4540"	"pht000402.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4541"	"pht010652.v1"	22	18	0	40	NA	"dbGaP"	"2021"	833	"F&M"	1
"4542"	"pht008493.v1"	6	2	0	8	NA	"dbGaP"	"2018"	603	"F&M"	1
"4543"	"pht007729.v1"	1915	1898	0	3813	NA	"dbGaP"	"2018"	603	"F&M"	1
"4544"	"pht006085.v1"	12	14	0	26	NA	"dbGaP"	"2017"	520	"F&M"	1
"4545"	"pht005349.v1"	75	107	0	182	NA	"dbGaP"	"2016"	517	"F&M"	1
"4546"	"pht004697.v1"	1	4	0	5	NA	"dbGaP"	"2016"	517	"F&M"	1
"4547"	"pht007665.v1"	7	10	0	17	NA	"dbGaP"	"2018"	603	"F&M"	1
"4548"	"pht003895.v1"	2722	3549	0	6271	NA	"dbGaP"	"2015"	293	"F&M"	1
"4549"	"pht008923.v1"	23	3	0	26	NA	"dbGaP"	"2019"	676	"F&M"	1
"4550"	"pht006424.v1"	4	5	0	9	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4551"	"pht009551.v1"	454	370	0	824	NA	"dbGaP"	"2019"	676	"F&M"	1
"4552"	"pht007494.v1"	9564	12137	0	21701	NA	"dbGaP"	"2018"	603	"F&M"	1
"4553"	"pht000471.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4554"	"pht009707.v1"	13495	15325	0	28820	NA	"dbGaP"	"2019"	676	"F&M"	1
"4555"	"pht000497.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4556"	"pht006722.v1"	276	156	0	432	NA	"dbGaP"	"2018"	603	"F&M"	1
"4557"	"pht005865.v1"	41	972	0	1013	NA	"dbGaP"	"2017"	520	"F&M"	1
"4558"	"pht009991.v1"	298	380	0	678	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4559"	"pht004122.v2"	6100	7352	0	13452	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4560"	"pht008706.v1"	278	347	0	625	NA	"dbGaP"	"2019"	676	"F&M"	1
"4561"	"pht005225.v1"	1310	1847	0	3157	NA	"dbGaP"	"2016"	517	"F&M"	1
"4562"	"pht008389.v1"	16	18	0	34	NA	"dbGaP"	"2018"	603	"F&M"	1
"4563"	"pht008644.v1"	85	257	0	342	NA	"dbGaP"	"2019"	676	"F&M"	1
"4564"	"pht010846.v1"	31	85	0	116	NA	"dbGaP"	"2021"	833	"F&M"	1
"4565"	"pht000415.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4566"	"pht010007.v1"	26	36	0	62	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4567"	"pht011606.v1"	242	607	0	849	NA	"dbGaP"	"2021"	833	"F&M"	1
"4568"	"pht000288.v1"	370	609	0	979	NA	"dbGaP"	"2010"	27	"F&M"	1
"4569"	"pht002546.v2"	74	53	0	127	NA	"dbGaP"	"2021"	833	"F&M"	1
"4570"	"pht004661.v1"	320	235	0	555	NA	"dbGaP"	"2015"	293	"F&M"	1
"4571"	"pht004836.v1"	26	232	0	258	NA	"dbGaP"	"2016"	517	"F&M"	1
"4572"	"pht006030.v1"	168	443	0	611	NA	"dbGaP"	"2018"	603	"F&M"	1
"4573"	"pht004255.v1"	1243	1369	0	2612	NA	"dbGaP"	"2015"	293	"F&M"	1
"4574"	"pht003143.v1"	40	35	0	75	NA	"dbGaP"	"2013"	135	"F&M"	1
"4575"	"pht008669.v1"	148	184	0	332	NA	"dbGaP"	"2019"	676	"F&M"	1
"4576"	"pht000448.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4577"	"pht009378.v1"	425	884	0	1309	NA	"dbGaP"	"2019"	676	"F&M"	1
"4578"	"pht007314.v1"	12	870	0	882	NA	"dbGaP"	"2018"	603	"F&M"	1
"4579"	"pht006615.v2"	57	49	0	106	NA	"dbGaP"	"2019"	676	"F&M"	1
"4580"	"pht009266.v1"	13	9	0	22	NA	"dbGaP"	"2019"	676	"F&M"	1
"4581"	"pht004133.v2"	6120	7410	0	13530	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4582"	"pht001909.v1"	5	7	0	12	NA	"dbGaP"	"2014"	245	"F&M"	1
"4583"	"pht005318.v1"	2077	1720	0	3797	NA	"dbGaP"	"2016"	517	"F&M"	1
"4584"	"pht000592.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4585"	"pht009730.v2"	304	628	0	932	NA	"dbGaP"	"2021"	833	"F&M"	1
"4586"	"pht004264.v1"	8	7	0	15	NA	"dbGaP"	"2015"	293	"F&M"	1
"4587"	"pht000465.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4588"	"pht006661.v1"	535	704	0	1239	NA	"dbGaP"	"2018"	603	"F&M"	1
"4589"	"pht011259.v1"	22	16	0	38	NA	"dbGaP"	"2021"	833	"F&M"	1
"4590"	"pht002265.v1"	3	1	0	4	NA	"dbGaP"	"2011"	37	"F&M"	1
"4591"	"pht005265.v1"	136	274	0	410	NA	"dbGaP"	"2016"	517	"F&M"	1
"4592"	"pht003571.v1"	1341	1146	0	2487	NA	"dbGaP"	"2013"	135	"F&M"	1
"4593"	"pht003718.v2"	54	85	0	139	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4594"	"pht003517.v1"	16	13	0	29	NA	"dbGaP"	"2014"	245	"F&M"	1
"4595"	"pht008901.v1"	21	12	0	33	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4596"	"pht003773.v1"	4	5	0	9	NA	"dbGaP"	"2014"	245	"F&M"	1
"4597"	"pht008633.v2"	41	41	0	82	NA	"dbGaP"	"2021"	833	"F&M"	1
"4598"	"pht004774.v2"	169	121	0	290	NA	"dbGaP"	"2018"	603	"F&M"	1
"4599"	"pht009579.v1"	55	44	0	99	NA	"dbGaP"	"2021"	833	"F&M"	1
"4600"	"pht003115.v1"	4	2	0	6	NA	"dbGaP"	"2012"	62	"F&M"	1
"4601"	"pht009978.v1"	5	2	0	7	NA	"dbGaP"	"2021"	833	"F&M"	1
"4602"	"pht003558.v1"	299	342	0	641	NA	"dbGaP"	"2013"	135	"F&M"	1
"4603"	"pht002267.v1"	2	1	0	3	NA	"dbGaP"	"2011"	37	"F&M"	1
"4604"	"pht009483.v1"	24	7	0	31	NA	"dbGaP"	"2019"	676	"F&M"	1
"4605"	"pht002938.v1"	7	8	0	15	NA	"dbGaP"	"2014"	245	"F&M"	1
"4606"	"pht004961.v1"	16	18	0	34	NA	"dbGaP"	"2015"	293	"F&M"	1
"4607"	"pht010132.v1"	24	17	0	41	NA	"dbGaP"	"2021"	833	"F&M"	1
"4608"	"pht006577.v1"	3	9	0	12	NA	"dbGaP"	"2017"	520	"F&M"	1
"4609"	"pht004654.v1"	498	452	0	950	NA	"dbGaP"	"2015"	293	"F&M"	1
"4610"	"pht006201.v1"	47	50	0	97	NA	"dbGaP"	"2017"	520	"F&M"	1
"4611"	"pht007039.v2"	70	57	0	127	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4612"	"pht005931.v1"	3	2	0	5	NA	"dbGaP"	"2018"	603	"F&M"	1
"4613"	"pht004557.v1"	2	6	0	8	NA	"dbGaP"	"2015"	293	"F&M"	1
"4614"	"pht009006.v1"	149	130	0	279	NA	"dbGaP"	"2019"	676	"F&M"	1
"4615"	"pht008716.v1"	163	280	0	443	NA	"dbGaP"	"2021"	833	"F&M"	1
"4616"	"pht000249.v1"	761	678	0	1439	NA	"dbGaP"	"2014"	245	"F&M"	1
"4617"	"pht000423.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4618"	"pht006250.v1"	5	9	0	14	NA	"dbGaP"	"2017"	520	"F&M"	1
"4619"	"pht004609.v1"	5550	1379	0	6929	NA	"dbGaP"	"2015"	293	"F&M"	1
"4620"	"pht000426.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4621"	"pht010882.v1"	3	3	0	6	NA	"dbGaP"	"2021"	833	"F&M"	1
"4622"	"pht008173.v1"	1956	720	0	2676	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4623"	"pht006228.v1"	91	84	0	175	NA	"dbGaP"	"2017"	520	"F&M"	1
"4624"	"pht008273.v1"	33	36	0	69	NA	"dbGaP"	"2018"	603	"F&M"	1
"4625"	"pht010709.v1"	69	150	0	219	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4626"	"pht000177.v3"	336	466	0	802	NA	"dbGaP"	"2010"	27	"F&M"	1
"4627"	"pht000450.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4628"	"pht008385.v1"	3	211	0	214	NA	"dbGaP"	"2018"	603	"F&M"	1
"4629"	"pht005718.v1"	676	718	0	1394	NA	"dbGaP"	"2016"	517	"F&M"	1
"4630"	"pht004348.v1"	6	2	0	8	NA	"dbGaP"	"2014"	245	"F&M"	1
"4631"	"pht009263.v1"	13	9	0	22	NA	"dbGaP"	"2019"	676	"F&M"	1
"4632"	"pht008406.v1"	58	86	0	144	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4633"	"pht006955.v1"	352	469	0	821	NA	"dbGaP"	"2017"	520	"F&M"	1
"4634"	"pht003536.v1"	650	617	0	1267	NA	"dbGaP"	"2013"	135	"F&M"	1
"4635"	"pht010758.v1"	359	36	0	395	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4636"	"pht002305.v3"	4901	2979	0	7880	NA	"dbGaP"	"2016"	517	"F&M"	1
"4637"	"pht008930.v1"	92	372	0	464	NA	"dbGaP"	"2019"	676	"F&M"	1
"4638"	"pht006390.v1"	470	287	0	757	NA	"dbGaP"	"2017"	520	"F&M"	1
"4639"	"pht004192.v2"	6784	8155	0	14939	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4640"	"pht010089.v1"	134	190	0	324	NA	"dbGaP"	"2021"	833	"F&M"	1
"4641"	"pht003924.v1"	33	21	0	54	NA	"dbGaP"	"2014"	245	"F&M"	1
"4642"	"pht007880.v1"	72	72	0	144	NA	"dbGaP"	"2018"	603	"F&M"	1
"4643"	"pht007836.v1"	1	4	0	5	NA	"dbGaP"	"2018"	603	"F&M"	1
"4644"	"pht002904.v1"	120	247	0	367	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4645"	"pht011075.v1"	40	59	0	99	NA	"dbGaP"	"2021"	833	"F&M"	1
"4646"	"pht008456.v1"	17	15	0	32	NA	"dbGaP"	"2018"	603	"F&M"	1
"4647"	"pht004689.v1"	4	4	0	8	NA	"dbGaP"	"2018"	603	"F&M"	1
"4648"	"pht010126.v1"	11	8	0	19	NA	"dbGaP"	"2021"	833	"F&M"	1
"4649"	"pht000638.v1"	556	2372	0	2928	NA	"dbGaP"	"2009"	17	"F&M"	1
"4650"	"pht006034.v1"	201	551	0	752	NA	"dbGaP"	"2018"	603	"F&M"	1
"4651"	"pht009152.v1"	134	165	0	299	NA	"dbGaP"	"2019"	676	"F&M"	1
"4652"	"pht004253.v1"	1848	1709	0	3557	NA	"dbGaP"	"2015"	293	"F&M"	1
"4653"	"pht000408.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4654"	"pht004930.v1"	2	2	0	4	NA	"dbGaP"	"2015"	293	"F&M"	1
"4655"	"pht004103.v2"	6119	7409	0	13528	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4656"	"pht008388.v1"	3	211	0	214	NA	"dbGaP"	"2018"	603	"F&M"	1
"4657"	"pht006986.v3"	922	627	0	1549	NA	"dbGaP"	"2021"	833	"F&M"	1
"4658"	"pht011029.v1"	6	4	0	10	NA	"dbGaP"	"2021"	833	"F&M"	1
"4659"	"pht003937.v1"	112	138	0	250	NA	"dbGaP"	"2014"	245	"F&M"	1
"4660"	"pht000558.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4661"	"pht006224.v1"	312	588	0	900	NA	"dbGaP"	"2017"	520	"F&M"	1
"4662"	"pht009426.v1"	1240	855	0	2095	NA	"dbGaP"	"2019"	676	"F&M"	1
"4663"	"pht004055.v2"	6120	7410	0	13530	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4664"	"pht000506.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4665"	"pht007661.v1"	156	30	0	186	NA	"dbGaP"	"2018"	603	"F&M"	1
"4666"	"pht010207.v1"	34	119	0	153	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4667"	"pht003206.v1"	22	29	0	51	NA	"dbGaP"	"2013"	135	"F&M"	1
"4668"	"pht005284.v1"	2	1	0	3	NA	"dbGaP"	"2016"	517	"F&M"	1
"4669"	"pht007331.v1"	1764	815	0	2579	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4670"	"pht004345.v1"	6	2	0	8	NA	"dbGaP"	"2014"	245	"F&M"	1
"4671"	"pht009435.v1"	5431	3770	0	9201	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4672"	"pht004121.v2"	6704	8003	0	14707	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4673"	"pht006434.v1"	284	298	0	582	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4674"	"pht006126.v2"	15	25	0	40	NA	"dbGaP"	"2019"	676	"F&M"	1
"4675"	"pht004286.v1"	518	482	0	1000	NA	"dbGaP"	"2019"	676	"F&M"	1
"4676"	"pht004461.v1"	2	4	0	6	NA	"dbGaP"	"2015"	293	"F&M"	1
"4677"	"pht001233.v1"	40	54	0	94	NA	"dbGaP"	"2010"	27	"F&M"	1
"4678"	"pht010587.v1"	13	3	0	16	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4679"	"pht000477.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4680"	"pht005003.v2"	559	552	0	1111	NA	"dbGaP"	"2021"	833	"F&M"	1
"4681"	"pht000559.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4682"	"pht002467.v1"	234	361	0	595	NA	"dbGaP"	"2012"	62	"F&M"	1
"4683"	"pht008701.v3"	545	531	0	1076	NA	"dbGaP"	"2021"	833	"F&M"	1
"4684"	"pht000538.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4685"	"pht010103.v1"	29	44	0	73	NA	"dbGaP"	"2021"	833	"F&M"	1
"4686"	"pht009899.v1"	114	7	0	121	NA	"dbGaP"	"2021"	833	"F&M"	1
"4687"	"pht003555.v1"	194	335	0	529	NA	"dbGaP"	"2014"	245	"F&M"	1
"4688"	"pht005618.v1"	421	437	0	858	NA	"dbGaP"	"2016"	517	"F&M"	1
"4689"	"pht003025.v1"	2	2	0	4	NA	"dbGaP"	"2012"	62	"F&M"	1
"4690"	"pht003761.v2"	517	523	0	1040	NA	"dbGaP"	"2021"	833	"F&M"	1
"4691"	"pht007228.v1"	698	378	0	1076	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4692"	"pht006026.v4"	2119	2450	0	4569	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4693"	"pht005089.v4"	118	55	0	173	NA	"dbGaP"	"2021"	833	"F&M"	1
"4694"	"pht011096.v1"	181	167	0	348	NA	"dbGaP"	"2021"	833	"F&M"	1
"4695"	"pht009276.v1"	51	37	0	88	NA	"dbGaP"	"2019"	676	"F&M"	1
"4696"	"pht010191.v1"	6	2	0	8	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4697"	"pht004202.v2"	6119	7410	0	13529	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4698"	"pht007532.v2"	25	15	0	40	NA	"dbGaP"	"2019"	676	"F&M"	1
"4699"	"pht010090.v1"	134	190	0	324	NA	"dbGaP"	"2021"	833	"F&M"	1
"4700"	"pht003347.v1"	18	28	0	46	NA	"dbGaP"	"2013"	135	"F&M"	1
"4701"	"pht003225.v1"	67	124	0	191	NA	"dbGaP"	"2013"	135	"F&M"	1
"4702"	"pht010397.v1"	1816	2387	0	4203	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4703"	"pht006249.v1"	5	9	0	14	NA	"dbGaP"	"2017"	520	"F&M"	1
"4704"	"pht000648.v1"	112	99	0	211	NA	"dbGaP"	"2010"	27	"F&M"	1
"4705"	"pht008391.v1"	16	18	0	34	NA	"dbGaP"	"2018"	603	"F&M"	1
"4706"	"pht000557.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4707"	"pht006810.v1"	12	9	0	21	NA	"dbGaP"	"2017"	520	"F&M"	1
"4708"	"pht006368.v1"	1688	1053	0	2741	NA	"dbGaP"	"2017"	520	"F&M"	1
"4709"	"pht007197.v1"	1	4	0	5	NA	"dbGaP"	"2019"	676	"F&M"	1
"4710"	"pht000526.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4711"	"pht011484.v1"	19	7	0	26	NA	"dbGaP"	"2021"	833	"F&M"	1
"4712"	"pht009776.v1"	81	91	0	172	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4713"	"pht008645.v1"	85	257	0	342	NA	"dbGaP"	"2019"	676	"F&M"	1
"4714"	"pht004972.v3"	23	57	0	80	NA	"dbGaP"	"2021"	833	"F&M"	1
"4715"	"pht003764.v1"	482	282	0	764	NA	"dbGaP"	"2015"	293	"F&M"	1
"4716"	"pht004338.v1"	641	725	0	1366	NA	"dbGaP"	"2014"	245	"F&M"	1
"4717"	"pht010893.v1"	9	4	0	13	NA	"dbGaP"	"2021"	833	"F&M"	1
"4718"	"pht003841.v1"	1080	1150	0	2230	NA	"dbGaP"	"2015"	293	"F&M"	1
"4719"	"pht004618.v1"	45	42	0	87	NA	"dbGaP"	"2015"	293	"F&M"	1
"4720"	"pht002926.v2"	436	778	0	1214	NA	"dbGaP"	"2018"	603	"F&M"	1
"4721"	"pht004727.v1"	4063	3942	0	8005	NA	"dbGaP"	"2015"	293	"F&M"	1
"4722"	"pht006651.v1"	262	363	0	625	NA	"dbGaP"	"2018"	603	"F&M"	1
"4723"	"pht008164.v1"	130	174	0	304	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4724"	"pht000486.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4725"	"pht010849.v1"	377	244	0	621	NA	"dbGaP"	"2021"	833	"F&M"	1
"4726"	"pht004848.v1"	684	1284	0	1968	NA	"dbGaP"	"2015"	293	"F&M"	1
"4727"	"pht009638.v1"	81	273	0	354	NA	"dbGaP"	"2019"	676	"F&M"	1
"4728"	"pht010425.v1"	925	887	0	1812	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4729"	"pht010664.v2"	1271	939	0	2210	NA	"dbGaP"	"2021"	833	"F&M"	1
"4730"	"pht004079.v2"	810	1389	0	2199	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4731"	"pht006517.v1"	63	44	0	107	NA	"dbGaP"	"2017"	520	"F&M"	1
"4732"	"pht011266.v1"	72	137	0	209	NA	"dbGaP"	"2021"	833	"F&M"	1
"4733"	"pht009000.v1"	30	11	0	41	NA	"dbGaP"	"2019"	676	"F&M"	1
"4734"	"pht007737.v1"	234	87	0	321	NA	"dbGaP"	"2018"	603	"F&M"	1
"4735"	"pht008960.v1"	3	2	0	5	NA	"dbGaP"	"2019"	676	"F&M"	1
"4736"	"pht008527.v1"	5	3	0	8	NA	"dbGaP"	"2021"	833	"F&M"	1
"4737"	"pht008970.v2"	1158	1195	0	2353	NA	"dbGaP"	"2021"	833	"F&M"	1
"4738"	"pht010010.v1"	46	15	0	61	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4739"	"pht006164.v1"	486	77	0	563	NA	"dbGaP"	"2017"	520	"F&M"	1
"4740"	"pht006457.v1"	4	5	0	9	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4741"	"pht008879.v1"	23	25	0	48	NA	"dbGaP"	"2019"	676	"F&M"	1
"4742"	"pht004409.v1"	1	2	0	3	NA	"dbGaP"	"2014"	245	"F&M"	1
"4743"	"pht005944.v1"	3	3	0	6	NA	"dbGaP"	"2016"	517	"F&M"	1
"4744"	"pht000540.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4745"	"pht000548.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4746"	"pht007151.v1"	9	9	0	18	NA	"dbGaP"	"2017"	520	"F&M"	1
"4747"	"pht010130.v1"	24	17	0	41	NA	"dbGaP"	"2021"	833	"F&M"	1
"4748"	"pht003967.v1"	1	4	0	5	NA	"dbGaP"	"2014"	245	"F&M"	1
"4749"	"pht000362.v1"	115	258	0	373	NA	"dbGaP"	"2016"	517	"F&M"	1
"4750"	"pht007116.v1"	1574	891	0	2465	NA	"dbGaP"	"2021"	833	"F&M"	1
"4751"	"pht003537.v1"	650	617	0	1267	NA	"dbGaP"	"2013"	135	"F&M"	1
"4752"	"pht000525.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
"4753"	"pht004043.v2"	5	4	0	9	NA	"dbGaP"	"2020"	1069	"F&M"	1
"4754"	"pht000429.v2"	2943	3500	0	6443	NA	"dbGaP"	"2016"	517	"F&M"	1
