,dbgap_stable_id,male,female,unkown,total,repository,not_avai
4273,./data/phs002323.v1.pht010880.v1.p1.Pediatric_Immunotherapy_Sample.var_report.xml,37,34,0,367,dbgap,NA
4274,./data/phs000280.v7.pht004040.v3.p1.ATRFIB41.var_report.xml,4865,5989,0,10854,dbgap,NA
4275,./data/phs001825.v1.pht009047.v1.p1.5UTR_Mutations_PC_Subject.var_report.xml,82,NA,0,82,dbgap,NA
4276,./data/phs000561.v1.pht003034.v1.p1.Hypobetalipoproteinemia_Sample.var_report.xml,6,5,0,11,dbgap,NA
4277,./data/phs001194.v3.pht005829.v2.p2.PatientDiagnosis.var_report.xml,3587,2803,0,6391,dbgap,NA
4278,./data/phs000285.v3.pht001793.v2.p2.E1F50.var_report.xml,867,970,3233,3239,dbgap,NA
4279,./data/phs001428.v1.pht008386.v1.p1.S0221_BRCA_Toxicities_Sample.var_report.xml,16,1831,0,1847,dbgap,NA
4280,./data/phs001488.v1.pht007398.v1.p1.hvlt.var_report.xml,260,293,20,2104,dbgap,NA
4281,./data/phs000086.v3.pht000230.v1.p1.DCCT_cbl2.var_report.xml,757,674,1431,1431,dbgap,NA
4282,./data/phs000343.v3.pht003149.v1.p1.ifi.var_report.xml,26,12,37,39,dbgap,NA
4283,./data/phs001089.v4.pht005486.v4.p1.CSER_DD_ID_Children_Subject_Phenotypes.var_report.xml,729,674,903,1403,dbgap,NA
4284,./data/phs000086.v3.pht000225.v1.p1.DCCT_dtfamcls.var_report.xml,117,100,131,458,dbgap,NA
4285,./data/phs001046.v1.pht005294.v1.p1.AMD_Progression_Treatment_Response_Sample.var_report.xml,348,548,0,915,dbgap,NA
4286,./data/phs000153.v9.pht000837.v6.p8.vr_lapse_2008_m_0649sn.var_report.xml,6035,7015,0,13050,dbgap,NA
4287,./data/phs000609.v1.pht003286.v1.p1.AutismGeneExpression_Sample_Attributes.var_report.xml,18,9,0,43,dbgap,NA
4288,./data/phs002480.v1.pht011395.v1.p1.Glomerular_Disorders_Subject_Phenotypes.var_report.xml,1059,821,0,1880,dbgap,NA
4289,./data/phs001032.v6.pht005675.v3.p2.TOPMed_WGS_VUH_AF_Subject_Phenotypes.var_report.xml,826,308,1104,1134,dbgap,NA
4290,./data/phs001143.v4.pht005902.v1.p1.TOPMed_WGS_BAGS_Subject.var_report.xml,990,867,0,1857,dbgap,NA
4291,./data/phs002235.v1.pht010956.v1.p1.GMbC_Microbiome_Sample_Attributes.var_report.xml,19,18,0,8335,dbgap,NA
4292,./data/phs001392.v1.pht006905.v1.p1.rd_8403_qualityoflife.var_report.xml,12,7,1,20,dbgap,NA
4293,./data/phs000632.v1.pht003578.v1.p1.ESP_Hematological_Cancers_Sample.var_report.xml,6,4,0,19,dbgap,NA
4294,./data/phs000240.v1.pht002278.v1.p1.CIDR_QT_Glaucoma_Subject.var_report.xml,472,606,0,1078,dbgap,NA
4295,./data/phs002089.v1.pht010495.v1.p1.dMMR_Tumors_Sample.var_report.xml,1,NA,0,6,dbgap,NA
4296,./data/phs001701.v1.pht009377.v1.p1.INGENIOUS_Subject_Phenotypes.var_report.xml,425,884,0,1309,dbgap,NA
4297,./data/phs000285.v3.pht001612.v2.p2.B2F09MHB.var_report.xml,19,16,81,91,dbgap,NA
4298,./data/phs000853.v1.pht004430.v1.p1.Normative_Aging_Study_Sample_Attributes.var_report.xml,NA,NA,0,657,dbgap,NA
4299,./data/phs001352.v1.pht007067.v1.p1.Travelers_Diarrhea_Sample_Attributes.var_report.xml,NA,NA,0,30,dbgap,NA
4300,./data/phs000784.v3.pht004287.v1.p1.GenSalt_Sample_Attributes.var_report.xml,518,482,0,1000,dbgap,NA
4301,./data/phs000200.v9.pht003409.v1.p3.outc_death_rel4.var_report.xml,NA,10377,9312,10377,dbgap,NA
4302,./data/phs001678.v1.pht008471.v1.p1.scTCR_Subject.var_report.xml,6,2,6,10,dbgap,NA
4303,./data/phs000160.v1.pht000734.v1.p1.LOAD6k_Pedigree.var_report_2009_02_20.xml,2598,2867,0,5531,dbgap,NA
4304,./data/phs001238.v2.pht006648.v2.p1.GENOA_Sample.var_report.xml,1137,1902,0,3039,dbgap,NA
4305,./data/phs000576.v1.pht006146.v1.p1.diethistory.var_report.xml,96,115,57,476,dbgap,NA
4306,./data/phs000007.v32.pht001224.v4.p13.ctpaof1_2005s.var_report.xml,662,732,135,1394,dbgap,NA
4307,./data/phs000327.v1.pht003012.v1.p1.ESP_HeartGO_SWISS_Subject_Phenotypes.var_report.xml,58,36,58,94,dbgap,NA
4308,./data/phs001704.v1.pht008460.v1.p1.CLL_Enhancer_Mapping_Subject.var_report.xml,16,7,0,28,dbgap,NA
4309,./data/phs001406.v1.pht007745.v1.p1.surveyds.var_report.xml,1153,1764,2918,2918,dbgap,NA
4310,./data/phs000594.v1.pht006494.v1.p1.BoneMarrowBiopsy_Differential.var_report.xml,5,3,5,13,dbgap,NA
4311,./data/phs002176.v2.pht010946.v1.p1.PD1_PDL1_SCLC_Subject.var_report.xml,18,20,0,38,dbgap,NA
4312,./data/phs000007.v32.pht000167.v8.p13.mpo1_7s.var_report.xml,1463,1696,0,3159,dbgap,NA
4313,./data/phs000588.v1.pht009288.v1.p1.angiogram_rightlowerextremity.var_report.xml,2,7,11,11,dbgap,NA
4314,./data/phs000817.v1.pht004413.v1.p1.Varicella_Zoster_Vaccine_Subject.var_report.xml,6,10,0,16,dbgap,NA
4315,./data/phs000086.v3.pht000345.v1.p1.EDIC_f0922.var_report.xml,4,3,7,7,dbgap,NA
4316,./data/phs000633.v1.pht003626.v1.p1.Lung_Microbiome_Inflammation_Sample_Attributes.var_report.xml,NA,NA,0,103,dbgap,NA
4317,./data/phs000929.v1.pht007982.v1.p1.High_Risk_Breast_Cancer_Sample.var_report.xml,15,7275,7298,7369,dbgap,NA
4318,./data/phs000128.v3.pht000408.v2.p3.simphen009.var_report.xml,2943,3500,0,6443,dbgap,NA
4319,./data/phs002046.v1.pht010623.v1.p1.GTP_Pedigree.var_report.xml,1401,4157,0,5585,dbgap,NA
4320,./data/phs000415.v1.pht002415.v1.p1.CIDR_Tourette_Syndrome_Sample_Attributes.var_report.xml,91,78,0,297,dbgap,NA
4321,./data/phs001807.v1.pht008981.v1.p1.InTEAM_Meth_Sample_Attributes.var_report.xml,8,3,0,11,dbgap,NA
4322,./data/phs000219.v1.pht001051.v1.p1.d_ascertainment.var_report_2010_01_19.xml,664,1054,1636,1718,dbgap,NA
4323,./data/phs000742.v1.pht008117.v1.p1.7_10_Diagnostic_Interview_Old_Header.var_report.xml,13,16,29,29,dbgap,NA
4324,./data/phs001299.v2.pht007623.v1.p1.Nicotine_Addiction_Sample_Attributes.var_report.xml,1135,1317,0,2452,dbgap,NA
4325,./data/phs000086.v3.pht000259.v1.p1.DCCT_m9exevet.var_report.xml,411,385,4186,4186,dbgap,NA
4326,./data/phs000310.v1.pht002097.v1.p1.NonETS_Fusions_Subject_Phenotypes.var_report.xml,28,NA,0,28,dbgap,NA
4327,./data/phs001247.v1.pht008296.v1.p1.GMKF_CCDD_Subject.var_report.xml,451,448,0,899,dbgap,NA
4328,./data/phs001180.v2.pht006989.v1.p1.GALAII_Pedigree.var_report.xml,4,4,6,8,dbgap,NA
4329,./data/phs000206.v5.pht000896.v4.p3.CGEMS_PANSCAN_Subject.var_report.xml,4813,4624,0,9437,dbgap,NA
4330,./data/phs001109.v3.pht005448.v2.p2.Addictive_Diseases_Sample_Attributes.var_report.xml,1121,673,0,1794,dbgap,NA
4331,./data/phs002448.v1.pht011300.v1.p1.BC_CDK4_6_Subject_Phenotypes.var_report.xml,1,6,0,7,dbgap,NA
4332,./data/phs001566.v1.pht007709.v1.p1.MBC_NF1_Subject_Phenotypes.var_report.xml,NA,1,0,1,dbgap,NA
4333,./data/phs000732.v1.pht003801.v1.p1.L1_Retrotransposon_Asian_Subject_Phenotypes.var_report.xml,12,8,0,20,dbgap,NA
4334,./data/phs001606.v2.pht010091.v1.p1.TOPMed_WGS_EGCUT_Sample_Attributes.var_report.xml,134,190,0,324,dbgap,NA
4335,./data/phs000797.v1.pht004267.v1.p1.CTLA4_Haploinsufficiency_Pedigree.var_report.xml,4,1,0,5,dbgap,NA
4336,./data/phs000001.v3.pht000379.v2.p1.lens.var_report.xml,2098,2659,3501,39898,dbgap,NA
4337,./data/phs001197.v1.pht007562.v1.p1.Methamphetamine_Dependence_Pedigree.var_report.xml,111,84,0,195,dbgap,NA
4338,./data/phs002506.v1.pht011540.v1.p1.Drug_Outcome_SNVs_Sample_Attributes.var_report.xml,4037,3056,0,7093,dbgap,NA
4339,./data/phs001272.v1.pht007301.v1.p1.Broad_CMG_Pedigree.var_report.xml,550,481,1027,1031,dbgap,NA
4340,./data/phs001625.v1.pht008186.v1.p1.Psychotic_Major_Depression_Sample_Attributes.var_report.xml,112,140,0,252,dbgap,NA
4341,./data/phs000959.v1.pht009700.v1.p1.SCZ_Xhosa_Subject.var_report.xml,1343,194,0,1537,dbgap,NA
4342,./data/phs000716.v1.pht003707.v1.p1.Lung_Cancer_Never_Smoking_Asian_Subject_Phenotypes.var_report.xml,NA,8881,3959,8881,dbgap,NA
4343,./data/phs001388.v2.pht006877.v2.p1.SIGMA_DMS_Sample.var_report.xml,1230,2066,0,3296,dbgap,NA
4344,./data/phs001380.v1.pht009226.v1.p1.TS_Subject.var_report.xml,2337,959,0,3296,dbgap,NA
4345,./data/phs001924.v1.pht009574.v1.p1.Cholangiocarcinoma_Sample.var_report.xml,NA,1,0,8,dbgap,NA
4346,./data/phs000540.v1.pht003046.v1.p1.Ehlers_Danlos_Syndrome_Type_VIII_Subject_Phenotypes.var_report.xml,5,3,0,8,dbgap,NA
4347,./data/phs001405.v1.pht006828.v1.p1.GSK1120212_TNBC_Kinome_Subject_Phenotypes.var_report.xml,NA,12,0,12,dbgap,NA
4348,./data/phs000285.v3.pht001576.v2.p2.A4F13.var_report.xml,947,1065,121,3622,dbgap,NA
4349,./data/phs000171.v1.pht000763.v1.p1.MS_DATA_MHQCAFOWT.var_report_2009_12_11.xml,636,1284,1385,1920,dbgap,NA
4350,./data/phs001466.v2.pht009579.v1.p1.TOPMed_WGS_PharmHU_Subject_Phenotypes.var_report.xml,425,409,703,844,dbgap,NA
4351,./data/phs000518.v1.pht002848.v1.p1.ESP_Family_Studies_IB_Sample.var_report.xml,7,17,0,24,dbgap,NA
4352,./data/phs000086.v3.pht000341.v1.p1.EDIC_f0902.var_report.xml,14,13,31,31,dbgap,NA
4353,./data/phs000581.v1.pht003204.v1.p1.ESP_Dilated_Cardiomyopathy_Pedigree.var_report.xml,61,59,0,120,dbgap,NA
4354,./data/phs000348.v2.pht002231.v2.p1.Myeloma_Sample_Attributes.var_report.xml,26,12,0,409,dbgap,NA
4355,./data/phs000128.v3.pht000540.v2.p3.simphen141.var_report.xml,2943,3500,0,6443,dbgap,NA
4356,./data/phs001521.v1.pht007722.v1.p1.Microbiota_S_Typhi_Subject_Phenotypes.var_report.xml,62,31,0,99,dbgap,NA
4357,./data/phs001205.v1.pht005852.v1.p1.Neural_Stem_Cell_Lineages_Subject_Phenotypes.var_report.xml,1,NA,0,2,dbgap,NA
4358,./data/phs000853.v1.pht004428.v1.p1.Normative_Aging_Study_Sample.var_report.xml,NA,NA,0,657,dbgap,NA
4359,./data/phs001036.v1.pht005269.v1.p1.Acral_Melanoma_Sample.var_report.xml,21,13,0,109,dbgap,NA
4360,./data/phs000200.v9.pht002764.v1.p3.outc_death_cad_rel2.var_report.xml,NA,2402,2191,2402,dbgap,NA
4361,./data/phs000007.v32.pht006013.v4.p13.l_proapt2_ex05_1_1113s.var_report.xml,864,996,1062,1860,dbgap,NA
4362,./data/phs001422.v2.pht006761.v2.p1.GETHIN_Sample_Attributes.var_report.xml,23,13,0,46,dbgap,NA
4363,./data/phs001106.v1.pht008459.v1.p1.Genomics_HCC_Subject_Phenotypes.var_report.xml,29,30,1,61,dbgap,NA
4364,./data/phs000285.v3.pht001837.v2.p2.F1F65.var_report.xml,876,990,7,3284,dbgap,NA
4365,./data/phs001326.v1.pht007807.v1.p1.p6902_17146_treatment.var_report.xml,14,2,22,22,dbgap,NA
4366,./data/phs000343.v3.pht002213.v2.p1.GARNET_VISP_Sample.var_report.xml,1345,777,2135,2177,dbgap,NA
4367,./data/phs001310.v1.pht006867.v1.p1.demographic_form.var_report.xml,30,25,129,129,dbgap,NA
4368,./data/phs002298.v1.pht010760.v1.p1.Skin_Pigmentation_AA_Subject_Phenotypes.var_report.xml,359,36,0,395,dbgap,NA
4369,./data/phs000886.v1.pht004649.v1.p1.Asthma_MZ_Twins_Subject_Phenotypes.var_report.xml,30,44,0,74,dbgap,NA
4370,./data/phs001624.v2.pht008231.v2.p2.TOPMed_CCDG_BioVU_Subject_Phenotypes.var_report.xml,1507,1159,2357,2666,dbgap,NA
4371,./data/phs001318.v1.pht008019.v1.p1.generallaboratory.var_report.xml,27,13,468,473,dbgap,NA
4372,./data/phs000086.v3.pht000244.v1.p1.DCCT_f0882.var_report.xml,414,312,4,1805,dbgap,NA
4373,./data/phs001551.v1.pht008349.v1.p1.CURE_EGI_Sample_Attributes.var_report.xml,49,52,0,101,dbgap,NA
4374,./data/phs000128.v3.pht000466.v2.p3.simphen067.var_report.xml,2943,3500,0,6443,dbgap,NA
4375,./data/phs001143.v4.pht005906.v1.p1.TOPMed_WGS_BAGS_Sample_Attributes.var_report.xml,454,549,0,1022,dbgap,NA
4376,./data/phs000209.v13.pht001123.v7.p3.MESA_ThruYear2011Events.var_report.xml,3060,3369,6426,6429,dbgap,NA
4377,./data/phs000653.v3.pht003464.v3.p1.Epi4K_Subject.var_report.xml,1041,1145,0,2186,dbgap,NA
4378,./data/phs001080.v1.pht005373.v1.p1.Hereditary_Spastic_Paraplegia_Sample_Attributes.var_report.xml,62,41,0,103,dbgap,NA
4379,./data/phs000674.v1.pht003638.v1.p1.GERA_Sample.var_report.xml,32008,46478,0,78486,dbgap,NA
4380,./data/phs001266.v2.pht007221.v1.p1.Addiction_Susceptibility_Genes_Pedigree.var_report.xml,773,592,0,1365,dbgap,NA
4381,./data/phs000866.v1.pht004619.v1.p1.Bipolar_Disorder_Family_Genomics_Pedigree.var_report.xml,45,42,0,87,dbgap,NA
4382,./data/phs000927.v1.pht004752.v1.p1.CSER_Carrier_Testing_Sample.var_report.xml,71,131,0,202,dbgap,NA
4383,./data/phs000937.v1.pht005191.v1.p1.Antisense_Expression_Cancers_Subject_Phenotypes.var_report.xml,NA,NA,0,376,dbgap,NA
4384,./data/phs000751.v1.pht003868.v1.p1.Fibrosing_Interstitial_Lung_Disease_Subject_Phenotypes.var_report.xml,1090,526,0,1616,dbgap,NA
4385,./data/phs001326.v1.pht007820.v1.p1.p6902_17366_timetoeve.var_report.xml,18,NA,36,36,dbgap,NA
4386,./data/phs000282.v1.pht001443.v1.p1.Framingham_CARe_Sample.var_report_2010_06_24.xml,3544,4281,8481,8573,dbgap,NA
4387,./data/phs001725.v2.pht010093.v1.p1.TOPMed_CCDG_GGAF_Sample.var_report.xml,468,172,0,640,dbgap,NA
4388,./data/phs001003.v2.pht010323.v2.p1.Solid_Tumor_Sample.var_report.xml,56,89,0,678,dbgap,NA
4389,./data/phs001340.v1.pht009155.v1.p1.RA_Sample.var_report.xml,NA,NA,0,24,dbgap,NA
4390,./data/phs000128.v3.pht000577.v2.p3.simphen178.var_report.xml,2943,3500,0,6443,dbgap,NA
4391,./data/phs000350.v1.pht002203.v1.p1.FHCRC_Prostate_Cancer_Sample_Attributes.var_report.xml,91,NA,0,93,dbgap,NA
4392,./data/phs001329.v2.pht007182.v2.p1.medical_history.var_report.xml,1,4,11,11,dbgap,NA
4393,./data/phs000629.v1.pht003386.v1.p1.Familial_Lung_Cancer_Sample.var_report.xml,595,976,1584,1620,dbgap,NA
4394,./data/phs000596.v1.pht006712.v1.p1.demographic_form.var_report.xml,NA,NA,463,463,dbgap,NA
4395,./data/phs001339.v1.pht006786.v1.p1.22q11_2_Deletion_Syndrome_Subject.var_report.xml,712,748,0,1460,dbgap,NA
4396,./data/phs000839.v1.pht004393.v1.p1.Bitter_Taste_Blockers_Sample_Attributes.var_report.xml,NA,NA,0,140,dbgap,NA
4397,./data/phs000742.v1.pht008105.v1.p1.EPGP_Subject.var_report.xml,3862,4008,3078,7870,dbgap,NA
4398,./data/phs001578.v1.pht007876.v1.p1.Preterm_Infant_Microbiome_Subject_Phenotypes.var_report.xml,40,42,1,82,dbgap,NA
4399,./data/phs002088.v2.pht010716.v1.p1.LINCS_DToxS_Image_Mapping.var_report.xml,22,18,0,40,dbgap,NA
4400,./data/phs000448.v1.pht002511.v1.p1.AJ_SZ_Sample_Attributes.var_report.xml,2164,932,0,3096,dbgap,NA
4401,./data/phs000200.v9.pht003419.v1.p3.spec_results_rel3.var_report.xml,NA,31991,0,374112,dbgap,NA
4402,./data/phs001065.v1.pht005411.v1.p1.genphyex.var_report.xml,296,313,14828,16853,dbgap,NA
4403,./data/phs000280.v7.pht004107.v2.p1.HMTA.var_report.xml,6781,8155,3893,14936,dbgap,NA
4404,./data/phs000285.v3.pht001738.v2.p2.D1HCY.var_report.xml,177,185,0,651,dbgap,NA
4405,./data/phs000280.v7.pht004041.v2.p1.BPU01.var_report.xml,6653,8000,14634,14653,dbgap,NA
4406,./data/phs000922.v2.pht004927.v2.p1.CLL8_Cohort_Sample_Attributes.var_report.xml,252,83,420,688,dbgap,NA
4407,./data/phs000285.v3.pht001712.v2.p2.D1F06FG.var_report.xml,873,956,0,3155,dbgap,NA
4408,./data/phs001924.v1.pht009576.v1.p1.Cholangiocarcinoma_Sample_Attributes.var_report.xml,NA,1,0,8,dbgap,NA
4409,./data/phs001065.v1.pht005423.v1.p1.mort.var_report.xml,12,4,6,16,dbgap,NA
4410,./data/phs001188.v2.pht006615.v2.p1.FUSION_Islet_Subject.var_report.xml,57,49,0,106,dbgap,NA
4411,./data/phs000143.v1.pht000646.v1.p1.T2D_Starr_Sample.var_report_2011_02_25.xml,692,1340,2024,2121,dbgap,NA
4412,./data/phs002411.v1.pht011239.v1.p1.BRCA1_BRCA2_Subject.var_report.xml,NA,16,0,16,dbgap,NA
4413,./data/phs000280.v7.pht004027.v2.p1.ABI04.var_report.xml,6784,8156,1433,14940,dbgap,NA
4414,./data/phs000577.v1.pht007262.v1.p1.UCDC_5101_Subject.var_report.xml,174,341,0,542,dbgap,NA
4415,./data/phs000096.v4.pht001426.v1.p1.HAPO_Hispanic_Phenotypes.var_report.xml,NA,889,0,889,dbgap,NA
4416,./data/phs001517.v2.pht007483.v2.p2.GHIRD_Sample_Attributes.var_report.xml,514,480,0,1006,dbgap,NA
4417,./data/phs000235.v17.pht001133.v17.p4.CGCI_Sample.var_report.xml,113,144,0,814,dbgap,NA
4418,./data/phs000578.v1.pht007018.v1.p1.results_of_laboratory_testing.var_report.xml,49,45,94,94,dbgap,NA
4419,./data/phs000830.v1.pht004920.v1.p1.cSCC_XPC_Mutation_Rates_Subject.var_report.xml,11,2,0,13,dbgap,NA
4420,./data/phs001752.v1.pht008873.v1.p1.NEPC_cfDNA_Subject.var_report.xml,61,NA,0,61,dbgap,NA
4421,./data/phs001168.v2.pht007580.v2.p2.GMKF_OFC_Subject_Phenotypes.var_report.xml,755,623,856,1378,dbgap,NA
4422,./data/phs001696.v1.pht008431.v1.p1.EAC_Chinese_Subject_Phenotypes.var_report.xml,6,4,0,10,dbgap,NA
4423,./data/phs001315.v1.pht006192.v1.p1.CIDR_GECCO_Colorectal_Cancer_GxE_Sample.var_report.xml,4482,4243,0,9101,dbgap,NA
4424,./data/phs001675.v1.pht010220.v1.p1.OFC_Sample.var_report.xml,151,168,0,319,dbgap,NA
4425,./data/phs001795.v1.pht008949.v1.p1.CM1_Subject.var_report.xml,46,49,0,95,dbgap,NA
4426,./data/phs000267.v5.pht002304.v4.p2.Autism_Genome_Project_Sample.var_report.xml,4901,2979,0,7880,dbgap,NA
4427,./data/phs000200.v9.pht003400.v1.p3.outc_bc_cad_rel4.var_report.xml,NA,1114,953,1135,dbgap,NA
4428,./data/phs001209.v1.pht006804.v1.p1.MIDCIRS_Subject_Phenotypes.var_report.xml,9,11,0,22,dbgap,NA
4429,./data/phs001244.v1.pht006058.v1.p1.NPC_WES_Sample_Attributes.var_report.xml,73,30,109,211,dbgap,NA
4430,./data/phs000899.v1.pht008945.v1.p1.AmBiGen_Sample_Attributes.var_report.xml,85,81,0,166,dbgap,NA
4431,./data/phs000286.v6.pht001975.v2.p2.soca.var_report.xml,1291,2160,1671,3874,dbgap,NA
4432,./data/phs001488.v1.pht007425.v1.p1.uhdr1.var_report.xml,260,293,5,2142,dbgap,NA
4433,./data/phs000144.v1.pht000720.v1.p1.TSP_ClinPath_Phenotypes.var_report_2009_01_22.xml,165,216,302,384,dbgap,NA
4434,./data/phs000285.v3.pht001787.v2.p2.E1F31.var_report.xml,867,971,3237,3237,dbgap,NA
4435,./data/phs000571.v3.pht003173.v3.p2.PCGC_Subject.var_report.xml,3344,2916,0,6260,dbgap,NA
4436,./data/phs001503.v1.pht007315.v1.p1.WIHS_Sample.var_report.xml,NA,864,0,864,dbgap,NA
4437,./data/phs000511.v1.pht002817.v1.p1.Hypertriglyceridemia_I_III_V_Sample.var_report.xml,37,11,0,48,dbgap,NA
4438,./data/phs000918.v1.pht004750.v1.p1.IPDGC_NeuroX_Sample_Attributes.var_report.xml,6842,4560,0,11402,dbgap,NA
4439,./data/phs001296.v2.pht006361.v2.p1.registration.var_report.xml,11,30,0,41,dbgap,NA
4440,./data/phs001924.v1.pht009575.v1.p1.Cholangiocarcinoma_Subject_Phenotypes.var_report.xml,NA,1,0,1,dbgap,NA
4441,./data/phs000577.v1.pht007276.v1.p1.neuropsychformb.var_report.xml,24,40,65,65,dbgap,NA
4442,./data/phs001447.v1.pht007471.v1.p1.MCRPCS_Sample_Attributes.var_report.xml,7,NA,7,21,dbgap,NA
4443,./data/phs000201.v2.pht000887.v1.p1.AML_Sample.var_report.xml,49,37,0,172,dbgap,NA
4444,./data/phs000219.v1.pht001052.v1.p1.d_autopsy.var_report_2010_01_19.xml,240,331,1277,1277,dbgap,NA
4445,./data/phs000935.v1.pht004819.v1.p1.CSER_PediSeq_Sample_Attributes.var_report.xml,93,66,0,159,dbgap,NA
4446,./data/phs000630.v1.pht003382.v1.p1.NIMH_Controls_Sample.var_report.xml,466,480,0,1051,dbgap,NA
4447,./data/phs001447.v1.pht007470.v1.p1.MCRPCS_Subject_Phenotypes.var_report.xml,7,NA,0,7,dbgap,NA
4448,./data/phs000594.v1.pht006510.v1.p1.TreatmentTable.var_report.xml,5,3,0,8,dbgap,NA
4449,./data/phs001214.v1.pht005876.v1.p1.Simul_seq_Sample.var_report.xml,2,NA,0,13,dbgap,NA
4450,./data/phs000592.v1.pht006590.v1.p1.enrollmentmedicalillness.var_report.xml,179,145,327,327,dbgap,NA
4451,./data/phs001370.v1.pht006644.v1.p1.Uveal_Melanoma_Subject.var_report.xml,28,21,0,89,dbgap,NA
4452,./data/phs000959.v1.pht009701.v1.p1.SCZ_Xhosa_Sample.var_report.xml,1343,194,0,1537,dbgap,NA
4453,./data/phs000574.v1.pht005863.v1.p1.currenthistory.var_report.xml,41,940,4085,4085,dbgap,NA
4454,./data/phs001231.v2.pht006179.v1.p1.NeuroLINCS_ALS_SMA_Subject.var_report.xml,12,8,0,20,dbgap,NA
4455,./data/phs002545.v1.pht011485.v1.p1.MSS_CRC_PDAC_Sample.var_report.xml,19,7,0,72,dbgap,NA
4456,./data/phs000007.v32.pht003632.v5.p13.t_pftprealb_2011_m_0646s.var_report.xml,1677,1895,0,3572,dbgap,NA
4457,./data/phs002051.v1.pht010311.v1.p1.RMS_PDX_Subject.var_report.xml,NA,NA,0,39,dbgap,NA
4458,./data/phs001252.v1.pht006403.v1.p1.vdlgctp.var_report.xml,1515,992,15910,84717,dbgap,NA
4459,./data/phs000862.v1.pht007838.v1.p1.registration.var_report.xml,1,4,0,5,dbgap,NA
4460,./data/phs000285.v3.pht001690.v2.p2.C1F9PRG2.var_report.xml,NA,301,294,734,dbgap,NA
4461,./data/phs000128.v3.pht000531.v2.p3.simphen132.var_report.xml,2943,3500,0,6443,dbgap,NA
4462,./data/phs002050.v1.pht010360.v1.p1.OICR_CRC_Sample_Attributes.var_report.xml,1113,1415,2962,5056,dbgap,NA
4463,./data/phs000993.v5.pht005015.v2.p2.TOPMed_WGS_HVH_Sample_Attributes.var_report.xml,464,245,0,711,dbgap,NA
4464,./data/phs000021.v3.pht000067.v2.p2.EA_GAIN_phenotype_cases.var_report_2010_10_25.xml,981,421,1395,1402,dbgap,NA
4465,./data/phs000285.v3.pht001790.v2.p2.E1F46.var_report.xml,867,965,297,3231,dbgap,NA
4466,./data/phs001065.v1.pht005415.v1.p1.mayolab.var_report.xml,159,164,10262,31020,dbgap,NA
4467,./data/phs002024.v1.pht010233.v1.p1.DCCT_EDIC_DNAme_Subject_Phenotypes.var_report.xml,271,228,0,499,dbgap,NA
4468,./data/phs001994.v1.pht010009.v1.p1.Tobacco_HNSCC_Sample.var_report.xml,46,15,0,120,dbgap,NA
4469,./data/phs001177.v2.pht006091.v1.p1.Familial_Melanoma_Pedigree.var_report.xml,60,56,0,116,dbgap,NA
4470,./data/phs000128.v3.pht000536.v2.p3.simphen137.var_report.xml,2943,3500,0,6443,dbgap,NA
4471,./data/phs000373.v1.pht007130.v1.p1.MrOS_Sample_Attributes.var_report.xml,5130,NA,0,5161,dbgap,NA
4472,./data/phs000888.v1.pht005581.v1.p1.emerge2_obesity_bmi.var_report.xml,183,93,18,290,dbgap,NA
4473,./data/phs001409.v1.pht006798.v1.p1.Uterine_Fibroids_AA_EA_Subject.var_report.xml,NA,4600,0,4600,dbgap,NA
4474,./data/phs000394.v1.pht002653.v1.p1.APDGC_Subject_Phenotypes.var_report.xml,633,344,0,977,dbgap,NA
4475,./data/phs001165.v1.pht007985.v1.p1.eMERGE_GCPD_CAG_CHOP_Subject.var_report.xml,452,440,0,900,dbgap,NA
4476,./data/phs001194.v3.pht005824.v2.p2.CardiacAbnormalities.var_report.xml,3587,2804,2,6392,dbgap,NA
4477,./data/phs001358.v1.pht006334.v1.p1.RareBliss_Pedigree.var_report.xml,27,37,0,64,dbgap,NA
4478,./data/phs000209.v13.pht003091.v3.p3.MESA_Exam5Main.var_report.xml,3060,3369,6429,6429,dbgap,NA
4479,./data/phs001238.v2.pht006030.v1.p1.GENOA_AfricanAmerican_CKD_Exam.var_report.xml,168,443,4,611,dbgap,NA
4480,./data/phs000864.v1.pht004492.v1.p1.Combat_Stress_Predictors_Pedigree.var_report.xml,3979,19,3997,3998,dbgap,NA
4481,./data/phs001761.v1.pht009029.v1.p1.MPNs_Chernobyl_Subject_Phenotypes.var_report.xml,34,120,1,155,dbgap,NA
4482,./data/phs000200.v9.pht002771.v1.p3.outc_strk_carotid_cad_rel2.var_report.xml,NA,1148,1079,1166,dbgap,NA
4483,./data/phs000287.v7.pht001491.v2.p1.YR5OLD.var_report.xml,2140,2763,4903,4903,dbgap,NA
4484,./data/phs000622.v1.pht003951.v1.p1.FaceBase_Orofacial_Shape_Africans_Subject.var_report.xml,1612,1991,3557,3623,dbgap,NA
4485,./data/phs001868.v1.pht009778.v1.p1.CM_Risk_Subject.var_report.xml,5418,5814,0,11234,dbgap,NA
4486,./data/phs001107.v1.pht005491.v1.p1.VHL_Renal_Tumors_Sample_Attributes.var_report.xml,3,3,1,51,dbgap,NA
4487,./data/phs000600.v1.pht003239.v1.p1.Cervical_Cancer_Subject_Phenotypes.var_report.xml,NA,115,0,115,dbgap,NA
4488,./data/phs000086.v3.pht000269.v1.p1.DCCT_cbl5.var_report.xml,683,615,1298,1298,dbgap,NA
