,n,male,female,unknown,date,filename,dataset_id
4110,2322.0,627,706,989.0,05/02/2017,./data/phs001358.v1.pht006336.v1.p1.RareBliss_Subject_Phenotypes.var_report.xml,pht006336.v1
4111,145.0,1,2,142.0,12/01/2014,./data/phs000839.v1.pht004391.v1.p1.Bitter_Taste_Blockers_Sample.var_report.xml,pht004391.v1
4115,3093.0,1578,1507,8.0,2021/06/03,./data/phs002417.v1.pht011276.v1.p1.FFCWS_Sample_Attributes.var_report.xml,pht011276.v1
4116,84.0,12,7,65.0,11/02/2015,./data/phs000994.v1.pht005062.v1.p1.CTCL_Sezary_Syndrome_Subject.var_report.xml,pht005062.v1
4118,565.0,81,94,390.0,2017/11/06,./data/phs001441.v1.pht007114.v1.p1.SAB_AA_Subject_Phenotypes.var_report.xml,pht007114.v1
4119,5402.0,2592,2810,0.0,01/22/2014,./data/phs000276.v2.pht002005.v1.p1.NFBC66_Subject_Phenotypes.var_report.xml,pht002005.v1
4120,4129.0,1744,2385,0.0,06/09/2016,./data/phs000955.v1.pht005451.v1.p1.GeCKO_OAI_Subject_Phenotypes.var_report.xml,pht005451.v1
4121,2.0,2,0,0.0,2017/10/26,./data/phs001277.v1.pht006853.v1.p1.iPSCs_Subject.var_report.xml,pht006853.v1
4122,1266.0,382,882,2.0,2021/06/09,./data/phs001345.v3.pht008603.v1.p1.TOPMed_WGS_GENOA_Sample.var_report.xml,pht008603.v1
4131,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000564.v2.p3.simphen165.var_report.xml,pht000564.v2
4135,1291.0,654,637,0.0,2018/04/05,./data/phs001522.v1.pht007730.v1.p1.cDNMs_Sample.var_report.xml,pht007730.v1
4136,3558.0,722,1352,1484.0,2019/12/19,./data/phs001713.v1.pht008523.v1.p1.LCCC_1108_Sample.var_report.xml,pht008523.v1
4137,131.0,82,36,13.0,2020/12/30,./data/phs002290.v1.pht010822.v1.p1.cfDNA_Metastasis_Sample.var_report.xml,pht010822.v1
4139,2095.0,1240,855,0.0,2019/09/16,./data/phs001718.v1.pht009425.v1.p1.C9ORF72_Sample.var_report.xml,pht009425.v1
4140,40.0,18,22,0.0,2021/01/07,./data/phs002073.v1.pht010826.v1.p1.Infant_Immunity_Subject.var_report.xml,pht010826.v1
4145,9437.0,93,850,8494.0,08/18/2015,./data/phs000206.v5.pht000895.v4.p3.CGEMS_PANSCAN_Subject_Phenotypes.var_report.xml,pht000895.v4
4146,62.0,26,36,0.0,2020/03/19,./data/phs001982.v1.pht010006.v1.p1.MFS_UPS_Subject_Phenotypes.var_report.xml,pht010006.v1
4147,1968.0,684,1284,0.0,08/26/2015,./data/phs000948.v1.pht004850.v1.p1.eMERGE_PhaseII_Subject_Phenotypes.var_report.xml,pht004850.v1
4148,1420.0,695,725,0.0,2018/07/23,./data/phs000742.v1.pht008114.v1.p1.7_7_Elig_Controls.var_report.xml,pht008114.v1
4149,1579.0,0,0,1579.0,11/07/2014,./data/phs000826.v1.pht004336.v1.p1.Adjuvant_Trastuzumab_Breast_Cancer_Subject_Phenotypes.var_report.xml,pht004336.v1
4153,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000582.v2.p3.simphen183.var_report.xml,pht000582.v2
4154,50.0,31,11,8.0,2017/09/05,./data/phs000262.v3.pht006261.v1.p2.HMP_Gut_Ulcerative_Colitis_Subject_Phenotypes.var_report.xml,pht006261.v1
4155,645.0,384,261,0.0,2020/03/09,./data/phs001266.v2.pht007224.v1.p1.Addiction_Susceptibility_Genes_Sample_Attributes.var_report.xml,pht007224.v1
4156,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000530.v2.p3.simphen131.var_report.xml,pht000530.v2
4157,4718.0,856,2426,1436.0,2017/11/22,./data/phs000313.v4.pht002065.v4.p2.SardiNIA_Pedigree.var_report.xml,pht002065.v4
4158,3.0,2,1,0.0,2018/10/30,./data/phs001724.v1.pht008506.v1.p1.Pain_Resilience_Sample.var_report.xml,pht008506.v1
4159,75.0,2,0,73.0,2017/10/26,./data/phs001277.v1.pht006854.v1.p1.iPSCs_Sample.var_report.xml,pht006854.v1
4161,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000490.v2.p3.simphen091.var_report.xml,pht000490.v2
4162,11.0,5,6,0.0,2020/07/16,./data/phs001778.v1.pht009831.v1.p1.MDS_huM_Sample.var_report.xml,pht009831.v1
4163,84.0,7,9,68.0,2019/12/11,./data/phs001906.v1.pht009660.v1.p1.GISTs_Sample.var_report.xml,pht009660.v1
4164,13154.0,10463,2691,0.0,2019/03/27,./data/phs001286.v1.pht007888.v1.p1.PLCO_Sample.var_report.xml,pht007888.v1
4165,4895.0,624,510,3761.0,2019/05/21,./data/phs001090.v1.pht009051.v1.p1.CIDR_OFC_African_Subject.var_report.xml,pht009051.v1
4168,41.0,11,30,0.0,2019/05/31,./data/phs001296.v2.pht006356.v2.p1.demographics.var_report.xml,pht006356.v2
4169,2400.0,2,0,2398.0,2019/03/15,./data/phs001791.v1.pht008855.v1.p1.Brain_Cell_Types_Sample_Attributes.var_report.xml,pht008855.v1
4171,1602.0,843,758,1.0,2021/08/19,./data/phs001662.v2.pht010055.v1.p1.LTRC_R040_subject_airwayfindings.var_report.xml,pht010055.v1
4173,40.0,22,18,0.0,2021/06/16,./data/phs002088.v2.pht010650.v1.p1.LINCS_DToxS_Sample.var_report.xml,pht010650.v1
4174,147.0,0,0,147.0,2020/11/10,./data/phs002162.v1.pht010660.v1.p1.GMKF_Kidney_UT_Malformations_Subject.var_report.xml,pht010660.v1
4175,270.0,150,120,0.0,2017/12/29,./data/phs001347.v2.pht006794.v2.p1.PRISM_Subject.var_report.xml,pht006794.v2
4176,2554.0,10,17,2527.0,01/13/2014,./data/phs000666.v1.pht003573.v1.p1.Elderly_Influenza_Vaccine_Sample.var_report.xml,pht003573.v1
4179,46.0,7,3,36.0,2021/02/08,./data/phs001422.v2.pht006759.v2.p1.GETHIN_Sample.var_report.xml,pht006759.v2
4182,1.0,0,0,1.0,01/11/2017,./data/phs001242.v1.pht006073.v1.p1.Enhancers_Misregulate_Oncogenes_Sample_Attributes.var_report.xml,pht006073.v1
4183,13530.0,6120,7410,0.0,2020/06/18,./data/phs000280.v7.pht004130.v2.p1.MSRB.var_report.xml,pht004130.v2
4184,214.0,3,211,0.0,2018/09/20,./data/phs001428.v1.pht008387.v1.p1.S0221_BRCA_Toxicities_Subject_Phenotypes.var_report.xml,pht008387.v1
4186,33.0,7,5,21.0,2018/11/15,./data/phs001418.v1.pht007237.v1.p1.CD_Subject_Phenotypes.var_report.xml,pht007237.v1
4187,2164.0,1379,785,0.0,03/12/2013,./data/phs000343.v3.pht002215.v1.p1.DERIV.var_report.xml,pht002215.v1
4191,82.0,68,7,7.0,2018/10/31,./data/phs001654.v1.pht008444.v1.p1.NSAID_BE_Sample_Attributes.var_report.xml,pht008444.v1
4193,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000579.v2.p3.simphen180.var_report.xml,pht000579.v2
4194,49.0,0,0,49.0,2018/10/02,./data/phs001699.v1.pht008399.v1.p1.BC_Epigenetic_Heritability_Subject_Phenotypes.var_report.xml,pht008399.v1
4195,8.0,6,2,0.0,2021/08/18,./data/phs002315.v1.pht011314.v1.p1.Integrated_Multimodal_Single_Cell_Subject.var_report.xml,pht011314.v1
4196,84.0,6,7,71.0,2018/07/18,./data/phs001618.v1.pht008226.v1.p1.TIL_NSCLC_Sample.var_report.xml,pht008226.v1
4198,4203.0,1816,2387,0.0,2020/09/18,./data/phs002015.v1.pht010376.v1.p1.AREDS2_DEM.var_report.xml,pht010376.v1
4200,50.0,31,11,8.0,2017/09/05,./data/phs000262.v3.pht001279.v3.p2.HMP_Gut_Ulcerative_Colitis_Subject.var_report.xml,pht001279.v3
4201,879.0,97,644,138.0,2020/05/05,./data/phs001360.v1.pht006295.v1.p1.CLEAR_Subject_Phenotypes.var_report.xml,pht006295.v1
4203,837.0,35,39,763.0,08/20/2013,./data/phs000285.v3.pht001762.v2.p2.E1F08CP.var_report.xml,pht001762.v2
4204,978.0,82,815,81.0,2020/03/04,./data/phs000876.v2.pht005184.v2.p1.TRICL_Subject.var_report.xml,pht005184.v2
4206,2052.0,692,1360,0.0,2018/06/30,./data/phs001620.v1.pht008181.v1.p1.GUARDD_AA_Subject_Phenotypes.var_report.xml,pht008181.v1
4209,4.0,3,1,0.0,2021/08/20,./data/phs002557.v1.pht011480.v1.p1.PID_LRBA_Pedigree.var_report.xml,pht011480.v1
4210,86.0,4,2,80.0,2017/10/05,./data/phs001432.v1.pht006977.v1.p1.Tumor_Heterogeneity_Thoracic_Sample.var_report.xml,pht006977.v1
4214,1805.0,0,0,1805.0,2020/11/24,./data/phs001846.v1.pht010679.v1.p1.GMKF_Cancer_Birth_Defects_Subject.var_report.xml,pht010679.v1
4216,34.0,21,7,6.0,2020/07/24,./data/phs002063.v1.pht010404.v1.p1.PD_Immunity_Subject.var_report.xml,pht010404.v1
4218,88.0,0,0,88.0,2021/01/08,./data/phs002308.v1.pht010843.v1.p1.BM_MPN_Sample.var_report.xml,pht010843.v1
4219,8502.0,4344,705,3453.0,2019/08/10,./data/phs001208.v2.pht008655.v1.p1.COGA_SmokeScreen_Pedigree.var_report.xml,pht008655.v1
4220,4.0,2,2,0.0,11/21/2016,./data/phs001251.v1.pht005948.v1.p1.UC_WES_Pedigree.var_report.xml,pht005948.v1
4221,2.0,2,0,0.0,2020/11/03,./data/phs002279.v1.pht010629.v1.p1.GIMs_Spermatids_Subject.var_report.xml,pht010629.v1
4223,1239.0,535,704,0.0,2018/06/14,./data/phs001238.v2.pht006660.v1.p1.GENOA_EuropeanAmerican_Phase2_FamilyHistory.var_report.xml,pht006660.v1
4225,4373.0,556,3094,723.0,07/21/2009,./data/phs000142.v1.pht000888.v1.p1.MyopiaGlaucoma_Pedigree.var_report_2009_07_21.xml,pht000888.v1
4227,1882.0,725,1155,2.0,2021/06/24,./data/phs001446.v2.pht009626.v1.p1.TOPMed_WGS_SARP_Subject.var_report.xml,pht009626.v1
4228,13.0,0,12,1.0,2020/08/19,./data/phs002075.v1.pht010460.v1.p1.Chorioamniotic_Membranes_Sample_Attributes.var_report.xml,pht010460.v1
4229,4.0,1,3,0.0,02/05/2016,./data/phs000944.v1.pht005288.v1.p1.eMERGE_PhaseIII_Partners_Biobank_Pedigree.var_report.xml,pht005288.v1
4230,3.0,1,2,0.0,12/10/2014,./data/phs000848.v1.pht004412.v1.p1.Autosomal_Recessive_TPP2_Mutations_Sample_Attributes.var_report.xml,pht004412.v1
4234,153.0,10,0,143.0,2019/10/29,./data/phs001465.v1.pht006957.v1.p1.Localized_Prostate_Cancer_Sample.var_report.xml,pht006957.v1
4239,2402.0,676,682,1044.0,07/25/2014,./data/phs000779.v1.pht003963.v1.p1.OFCCR_SNP_CpG_Subject_Phenotypes.var_report.xml,pht003963.v1
4243,27.0,0,0,27.0,01/26/2015,./data/phs000846.v1.pht004450.v1.p1.Bisulfite_Sequencing_ccf_DNA_Subject_Phenotypes.var_report.xml,pht004450.v1
4244,39.0,29,10,0.0,2020/04/29,./data/phs001573.v1.pht010176.v1.p1.pRCC_Subject.var_report.xml,pht010176.v1
4247,17.0,7,10,0.0,2018/03/21,./data/phs001512.v1.pht007667.v1.p1.IR_Signatures_Subject_Phenotypes.var_report.xml,pht007667.v1
4248,981.0,5,516,460.0,2021/06/16,./data/phs001412.v3.pht006744.v2.p1.TOPMed_WGS_DHS_Pedigree.var_report.xml,pht006744.v2
4252,744.0,9,3,732.0,2017/12/13,./data/phs001053.v1.pht007229.v1.p1.XFS_Glaucoma_Subject.var_report.xml,pht007229.v1
4254,27.0,27,0,0.0,04/24/2012,./data/phs000447.v1.pht002581.v1.p1.Prostate_CIP_Subject_Phenotypes.var_report.xml,pht002581.v1
4256,13530.0,6120,7410,0.0,2020/06/18,./data/phs000280.v7.pht004112.v2.p1.HPAA.var_report.xml,pht004112.v2
4257,2243.0,969,84,1190.0,2020/08/06,./data/phs001571.v1.pht009504.v1.p1.IBD_AA_Pedigree.var_report.xml,pht009504.v1
4258,3333.0,841,812,1680.0,2017/09/15,./data/phs001173.v1.pht005672.v1.p1.Head_Neck_Cancer_GWAS_Sample_Attributes.var_report.xml,pht005672.v1
4259,10618.0,7278,3340,0.0,2018/09/17,./data/phs001154.v1.pht008375.v1.p1.CNV_Developmental_Disorders_Subject_Phenotypes.var_report.xml,pht008375.v1
4263,3.0,0,0,3.0,2019/06/05,./data/phs001835.v1.pht009143.v1.p1.Ocular_Melanocytosis_UM_Sample_Attributes.var_report.xml,pht009143.v1
4264,69.0,19,0,50.0,2017/08/17,./data/phs001399.v1.pht006683.v1.p1.Neoadjuvant_Adjuvant_Therapies_Sample_Attributes.var_report.xml,pht006683.v1
4265,21701.0,9564,12137,0.0,2018/03/15,./data/phs001516.v1.pht007491.v1.p1.PheRS_eMERGE_Subject.var_report.xml,pht007491.v1
4268,5555.0,6,8,5541.0,2020/06/18,./data/phs000280.v7.pht006427.v1.p1.CHM.var_report.xml,pht006427.v1
4269,5.0,3,1,1.0,2019/11/01,./data/phs001005.v2.pht005038.v2.p1.Neoantigens_Stage3_Melanoma_Subject.var_report.xml,pht005038.v2
4270,18.0,4,0,14.0,2021/03/31,./data/phs002365.v1.pht011090.v1.p1.BWS_Sample_Attributes.var_report.xml,pht011090.v1
4271,942.0,471,0,471.0,11/13/2015,./data/phs000985.v1.pht005102.v1.p1.PrCa_Risk_SNPs_Sample.var_report.xml,pht005102.v1
4272,429.0,79,235,115.0,2019/10/28,./data/phs001880.v1.pht009563.v1.p1.CCDG_Emory_Sample_Attributes.var_report.xml,pht009563.v1
4273,787.0,2,1,784.0,08/21/2014,./data/phs000772.v1.pht003994.v1.p1.GenePARE_Subject.var_report.xml,pht003994.v1
4275,91.0,26,27,38.0,2017/10/13,./data/phs001212.v1.pht006565.v1.p1.Globin_Sickle_Cell_iPSC_Sample_Attributes.var_report.xml,pht006565.v1
4276,3088.0,481,785,1822.0,10/14/2015,./data/phs000903.v1.pht004870.v1.p1.OCD_OCGAS_Pedigree.var_report.xml,pht004870.v1
4277,1309.0,425,884,0.0,2019/08/06,./data/phs001701.v1.pht009375.v1.p1.INGENIOUS_Subject.var_report.xml,pht009375.v1
4278,860.0,96,532,232.0,2019/03/11,./data/phs000286.v6.pht001924.v2.p2.abpa.var_report.xml,pht001924.v2
4281,2805.0,2021,784,0.0,2020/06/26,./data/phs001630.v1.pht010193.v1.p1.Measles_Immunity_Pedigree.var_report.xml,pht010193.v1
4284,62.0,0,0,62.0,08/28/2015,./data/phs000977.v1.pht004954.v1.p1.Desmoplastic_Melanoma_Subject.var_report.xml,pht004954.v1
4285,368.0,40,42,286.0,2018/11/30,./data/phs001578.v1.pht007875.v1.p1.Preterm_Infant_Microbiome_Sample.var_report.xml,pht007875.v1
4286,1602.0,843,758,1.0,2021/08/19,./data/phs001662.v2.pht010073.v1.p1.LTRC_R040_subject_st_george_quest.var_report.xml,pht010073.v1
4288,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000482.v2.p3.simphen083.var_report.xml,pht000482.v2
4289,5931.0,983,929,4019.0,2020/10/27,./data/phs001616.v2.pht008544.v2.p2.eMERGEseq_Demographics.var_report.xml,pht008544.v2
4290,99.0,0,0,99.0,03/07/2016,./data/phs001083.v1.pht005325.v1.p1.SCLC_Chinese_Sample_Attributes.var_report.xml,pht005325.v1
4291,476.0,126,112,238.0,2020/06/10,./data/phs002037.v1.pht010268.v1.p1.Mg_Deficiency_CRC_Sample_Attributes.var_report.xml,pht010268.v1
4294,3424.0,337,821,2266.0,2020/03/24,./data/phs001641.v1.pht010038.v1.p1.Referrals.var_report.xml,pht010038.v1
4295,62.0,22,4,36.0,2019/10/15,./data/phs001910.v1.pht009536.v1.p1.PNETs_Sample.var_report.xml,pht009536.v1
4298,5.0,1,0,4.0,2021/02/24,./data/phs002342.v1.pht011002.v1.p1.Polyepitope_Neoantigen_DNA_Vaccines_Sample.var_report.xml,pht011002.v1
4299,5890.0,3771,541,1578.0,05/11/2016,./data/phs000963.v1.pht004858.v1.p1.Statins_CV_Subject_Phenotypes.var_report.xml,pht004858.v1
4302,946.0,801,89,56.0,06/25/2015,./data/phs000634.v1.pht003831.v1.p1.Lung_Cancer_Never_Smokers_Subject_Phenotypes.var_report.xml,pht003831.v1
4303,69.0,30,39,0.0,2020/09/04,./data/phs001993.v1.pht010083.v1.p1.NF1_AtypicalNeurofibromas_Subject.var_report.xml,pht010083.v1
4304,2385.0,741,1643,1.0,2020/03/24,./data/phs001641.v1.pht010029.v1.p1.Baseline.var_report.xml,pht010029.v1
4308,2.0,1,1,0.0,08/21/2015,./data/phs000626.v1.pht003432.v1.p1.CD4_Tcells_Healthy_Humans_Subject_Phenotypes.var_report.xml,pht003432.v1
4309,99.0,0,0,99.0,2020/07/07,./data/phs002051.v1.pht010313.v1.p1.RMS_PDX_Sample_Attributes.var_report.xml,pht010313.v1
4310,31.0,0,12,19.0,2020/07/10,./data/phs001886.v2.pht009417.v2.p1.Placenta_Term_Preterm_Sample.var_report.xml,pht009417.v2
4311,5.0,4,1,0.0,2021/01/21,./data/phs002291.v1.pht010802.v1.p1.HSPCs_Aging_MBM_Subject_Phenotypes.var_report.xml,pht010802.v1
4314,42.0,20,8,14.0,2019/12/03,./data/phs001897.v1.pht009540.v1.p1.Peanut_OIT_Subject.var_report.xml,pht009540.v1
4320,414.0,204,210,0.0,03/15/2016,./data/phs001074.v1.pht005339.v1.p1.GeneSTAR_Platelet_Aggregation_iPS_MKs_Subject.var_report.xml,pht005339.v1
4321,2857.0,967,198,1692.0,2019/10/08,./data/phs000224.v3.pht002182.v3.p2.VitGene_Vitiligo_Subject_Phenotypes.var_report.xml,pht002182.v3
4322,8491.0,7431,851,209.0,07/10/2017,./data/phs001202.v1.pht005775.v1.p1.OncoArray_Oral_Pharynx_Cancer_Subject_Phenotypes.var_report.xml,pht005775.v1
4323,3021.0,40,1824,1157.0,10/05/2010,./data/phs000188.v1.pht000977.v1.p1.QRS_Phenotype.var_report_2010_10_05.xml,pht000977.v1
4326,24.0,0,24,0.0,2018/06/27,./data/phs001006.v1.pht006003.v1.p1.Lobular_Carcinomas_Subject_Phenotypes.var_report.xml,pht006003.v1
4327,12.0,0,12,0.0,2017/12/12,./data/phs001405.v1.pht006826.v1.p1.GSK1120212_TNBC_Kinome_Subject.var_report.xml,pht006826.v1
4328,3.0,2,1,0.0,2018/10/30,./data/phs001724.v1.pht008505.v1.p1.Pain_Resilience_Pedigree.var_report.xml,pht008505.v1
4330,80.0,0,80,0.0,2018/04/09,./data/phs001483.v1.pht007305.v1.p1.DRIVE_BC_WGS_Subject.var_report.xml,pht007305.v1
4331,3223.0,1283,1904,36.0,04/20/2016,./data/phs000914.v1.pht005254.v1.p1.Samoans_Adiposity_Sample_Attributes.var_report.xml,pht005254.v1
4332,600.0,325,75,200.0,2020/03/26,./data/phs001929.v1.pht010012.v1.p1.Neurogenetics_OCD_Subject.var_report.xml,pht010012.v1
4335,447.0,241,206,0.0,09/29/2016,./data/phs001216.v1.pht005785.v1.p1.Asthma_Puerto_Rican_Children_Subject.var_report.xml,pht005785.v1
4336,7.0,3,4,0.0,2020/06/18,./data/phs000280.v7.pht006458.v1.p1.NPI.var_report.xml,pht006458.v1
4337,55.0,26,27,2.0,2017/10/13,./data/phs001212.v1.pht006564.v1.p1.Globin_Sickle_Cell_iPSC_Subject_Phenotypes.var_report.xml,pht006564.v1
4340,1634.0,646,831,157.0,2021/06/07,./data/phs000971.v3.pht004917.v3.p1.ClinSeq_Sample.var_report.xml,pht004917.v3
4341,20.0,10,0,10.0,2017/09/08,./data/phs001105.v1.pht006839.v1.p1.Aggressive_Prostate_Tumors_Sample_Attributes.var_report.xml,pht006839.v1
4342,8.0,6,2,0.0,2018/10/24,./data/phs001694.v1.pht008492.v1.p1.HIV_CSF_Subject.var_report.xml,pht008492.v1
4345,246.0,88,0,158.0,01/03/2017,./data/phs001141.v1.pht005602.v1.p1.PROMOTE_Sample_Attributes.var_report.xml,pht005602.v1
4348,10580.0,0,0,10580.0,2018/11/13,./data/phs001523.v1.pht007509.v1.p1.MOMS_PI_Sample.var_report.xml,pht007509.v1
4352,2074.0,722,1352,0.0,2019/12/19,./data/phs001713.v1.pht008524.v1.p1.LCCC_1108_Subject_Phenotypes.var_report.xml,pht008524.v1
4354,45.0,0,29,16.0,2019/12/12,./data/phs001883.v1.pht009684.v1.p1.S0800_BC_Sample_Attributes.var_report.xml,pht009684.v1
4355,720.0,392,323,5.0,2021/07/30,./data/phs002444.v1.pht011383.v1.p1.Osteosarcoma_Subject.var_report.xml,pht011383.v1
4356,121.0,57,26,38.0,2020/11/24,./data/phs001052.v2.pht005469.v2.p1.Pediatric_Solid_Tumors_Sample_Attributes.var_report.xml,pht005469.v2
4363,30.0,5,9,16.0,2020/01/10,./data/phs001834.v1.pht009421.v1.p1.Fuchs_Corneal_Dystrophy_Sample.var_report.xml,pht009421.v1
4365,2397.0,1200,1197,0.0,2017/08/16,./data/phs001055.v1.pht005912.v1.p1.DeNovo_Mutation_Rates_Pedigree.var_report.xml,pht005912.v1
4366,4917.0,1983,1988,946.0,2021/10/04,./data/phs000920.v5.pht004900.v5.p3.TOPMed_WGS_GALAII_Sample_Attributes.var_report.xml,pht004900.v5
4368,12073.0,6,6643,5424.0,2020/06/18,./data/phs000280.v7.pht004145.v2.p1.PHXA04.var_report.xml,pht004145.v2
4371,5.0,1,4,0.0,2019/05/07,./data/phs001329.v2.pht007179.v2.p1.demographics.var_report.xml,pht007179.v2
4373,118.0,0,118,0.0,2021/05/21,./data/phs001040.v5.pht005203.v2.p1.TOPMed_WGS_WGHS_Subject.var_report.xml,pht005203.v2
4375,81.0,9,9,63.0,2018/10/19,./data/phs000492.v3.pht002708.v3.p2.Developmental_Brain_Disorders_Sample.var_report.xml,pht002708.v3
4376,202.0,121,81,0.0,2021/10/04,./data/phs002238.v1.pht011521.v1.p1.Beat_Childhood_Cancer_Subject_Phenotypes.var_report.xml,pht011521.v1
4377,1208.0,552,656,0.0,2018/07/23,./data/phs000742.v1.pht008120.v1.p1.7_13_AED_Header.var_report.xml,pht008120.v1
4378,5795.0,709,3890,1196.0,2018/04/04,./data/phs001455.v1.pht007759.v1.p1.Dystonia_CIZ1_Subject_Phenotypes.var_report.xml,pht007759.v1
4379,5941.0,0,4800,1141.0,2019/10/15,./data/phs000256.v4.pht001239.v4.p3.HMP_Vaginal_Microbiome_Subject_Phenotype.var_report.xml,pht001239.v4
4383,473.0,0,0,473.0,2018/11/13,./data/phs001523.v1.pht007514.v1.p1.phenotype_deliveryAndDischargeSurvey.var_report.xml,pht007514.v1
4384,4793.0,469,583,3741.0,2020/02/04,./data/phs001723.v1.pht009728.v1.p1.IBDGC_Repo_EC_Sample_Attributes.var_report.xml,pht009728.v1
4386,337.0,252,83,2.0,2021/05/24,./data/phs000922.v2.pht004924.v2.p1.CLL8_Cohort_Subject.var_report.xml,pht004924.v2
4387,7309.0,97,92,7120.0,10/11/2012,./data/phs000254.v2.pht002227.v2.p1.ESP_LungGO_CF_PA_Culture_Data.var_report.xml,pht002227.v2
4388,4.0,1,0,3.0,06/24/2016,./data/phs001159.v1.pht005597.v1.p1.Lung_Adenocarcinoma_Tumor_Heterogeneity_Sample.var_report.xml,pht005597.v1
4391,1293.0,580,710,3.0,2021/05/11,./data/phs000954.v4.pht006297.v2.p2.TOPMed_WGS_CFS_Subject.var_report.xml,pht006297.v2
4392,268.0,128,140,0.0,2018/08/19,./data/phs000101.v5.pht000187.v1.p1.ALS_First_Stage_Controls.var_report.xml,pht000187.v1
4393,471.0,87,87,297.0,2018/03/09,./data/phs000783.v2.pht004282.v2.p1.CDH_Sample_Attributes.var_report.xml,pht004282.v2
4394,11991.0,5553,6174,264.0,2017/12/29,./data/phs000774.v2.pht004703.v1.p1.CCDG_OFCs_Sample_Attributes.var_report.xml,pht004703.v1
4396,820.0,820,0,0.0,08/26/2013,./data/phs000619.v1.pht003353.v1.p1.Autism_Epigenetics_Subject_Phenotypes.var_report.xml,pht003353.v1
4397,2.0,0,0,2.0,2019/10/07,./data/phs001351.v1.pht009410.v1.p1.Inherited_Neuropathy_Subject.var_report.xml,pht009410.v1
4399,9381.0,875,980,7526.0,08/27/2012,./data/phs000168.v2.pht000709.v2.p2.LOAD610K_Pedigree.var_report.xml,pht000709.v2
4400,443.0,163,280,0.0,2021/02/12,./data/phs001771.v1.pht008717.v1.p1.IGNITE_Subject_Phenotypes.var_report.xml,pht008717.v1
4402,433.0,33,125,275.0,2020/12/15,./data/phs001404.v1.pht010787.v1.p1.GBC_Sample.var_report.xml,pht010787.v1
4404,2746.0,1691,1055,0.0,05/16/2017,./data/phs001252.v1.pht006372.v1.p1.blcovars.var_report.xml,pht006372.v1
4405,292.0,156,136,0.0,2018/08/19,./data/phs000101.v5.pht003747.v1.p1.ALS_Pedigree.var_report.xml,pht003747.v1
4407,3788.0,607,363,2818.0,2019/09/16,./data/phs000979.v3.pht005196.v3.p2.HBCC_Postmortem_Psychiatric_Sample_Attributes.var_report.xml,pht005196.v3
4408,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000567.v2.p3.simphen168.var_report.xml,pht000567.v2
4410,440.0,115,135,190.0,03/15/2016,./data/phs001074.v1.pht005341.v1.p1.GeneSTAR_Platelet_Aggregation_iPS_MKs_Sample.var_report.xml,pht005341.v1
4411,41.0,16,18,7.0,2018/09/19,./data/phs001684.v1.pht008392.v1.p1.Pulmonary_Fluid_Immunocompromised_Sample_Attributes.var_report.xml,pht008392.v1
4414,740.0,228,224,288.0,2020/06/18,./data/phs000280.v7.pht006448.v1.p1.MRF2.var_report.xml,pht006448.v1
4417,515.0,174,341,0.0,2017/12/20,./data/phs000577.v1.pht007270.v1.p1.enrollment_demographics.var_report.xml,pht007270.v1
4419,9552.0,1683,1050,6819.0,05/16/2017,./data/phs001252.v1.pht006373.v1.p1.bodycomp.var_report.xml,pht006373.v1
4420,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000446.v2.p3.simphen047.var_report.xml,pht000446.v2
4421,25.0,5,20,0.0,2021/05/28,./data/phs002259.v1.pht011025.v1.p1.CD4T_European_Subject_Phenotypes.var_report.xml,pht011025.v1
4423,2.0,2,0,0.0,10/24/2016,./data/phs001214.v1.pht005875.v1.p1.Simul_seq_Subject.var_report.xml,pht005875.v1
4427,8.0,6,2,0.0,11/07/2014,./data/phs000809.v1.pht004346.v1.p1.Glycosylation_Congenital_Disorder_Pedigree.var_report.xml,pht004346.v1
4430,13154.0,10463,2691,0.0,2019/03/27,./data/phs001286.v1.pht007890.v1.p1.PLCO_Sample_Attributes.var_report.xml,pht007890.v1
4431,15.0,7,8,0.0,2017/11/14,./data/phs001241.v1.pht005923.v1.p1.Metastatic_Melanomas_Subject_Phenotypes.var_report.xml,pht005923.v1
4432,1385.0,698,687,0.0,2019/10/11,./data/phs000996.v2.pht005751.v2.p1.Neurodevelopmental_Metal_Toxicity_Sample.var_report.xml,pht005751.v2
4435,209.0,72,137,0.0,2021/06/02,./data/phs002428.v1.pht011268.v1.p1.hTERT_Tandem_Repeats_Subject_Phenotypes.var_report.xml,pht011268.v1
4439,60.0,20,8,32.0,2019/12/03,./data/phs001897.v1.pht009541.v1.p1.Peanut_OIT_Sample.var_report.xml,pht009541.v1
4440,3147.0,645,790,1712.0,2019/04/23,./data/phs001804.v1.pht008962.v1.p1.GEODB_Subject.var_report.xml,pht008962.v1
